number	number_sup	trip	trip_sup	onboard_at_departure	death_at_cape	left_at_cape	onboard_at_cape	death_during_voyage	onboard_at_arrival
1813		1		87	1	5	40	2	120
1814		2		54			1		53
1815		1		40					
1816		1		83		13	4		74
1818		2		109		5	1		105
1819		3		192	3	5	2	5	184
1820		1		86		5	8	1	88
1835		4		160	5	5	7	4	158
1836		3		156	8	13	12	13	142
1838		3		135	1	8	3	2	128
1839		1		103		5	4	3	100
1840		4		133		19	12	2	124
1842		1		145	5	14	3	5	126
1843		2		79		2			77
1844		1		143	5	6	6	6	138
1845		3		134	1	4		5	125
1846		3		156	10	3		8	146
1848		1		101	6	2		7	92
1849		3		114		6	1	3	106
1850		5		113	4	6	6	1	112
1851		4		118	2	6	6	2	119
1852		4		157	6	7	9	6	153
1854		3		64					64
1855		1		163	3	2	2	3	162
1856		2		152		12	6	1	144
1857		4		114		5	1	2	108
1858		5		118	2	8		2	108
1859		3		82		4	8	1	85
1860		5		119	1	8	1	1	111
1861		3		120	10	2	2	10	110
1862		4		146	7	3	6	4	135
1863		6		191	10	5	5	10	181
1864		3		136	6	8	3	6	125
1865		2		77	1	1	1	2	73
1866		1		142	10	9	9	6	136
1867		1		145	8	17	6	7	123
1868		2		183	5	7	2	3	175
1870		2		75	3	5	6	3	73
1871		4		155	12	6	1	8	132
1873		2		74		2	1	1	72
1874		3		171	3	8	6	3	166
1875		2		96	11	9	11	11	87
1876		1		93	3	6	23	2	108
1878		1		171	1	5	14	1	179
1879		4		178	5	4	16	6	178
1880		2		114	8	4		8	102
1881		4		172	2	9	9	2	153
1882		3		163	3	14	4	3	150
1883		4		216	7	11	11	12	204
1884		1		221	6	13	12	8	205
1885		2		95		3	3		95
1886		1		140	1	2	1	1	102
1887		4		152	1	12	2	3	139
1888		3		118	4	4	5	8	111
1889		3		164	11	5	4	6	157
1890		1		18			3		20
1891		4		173	32	15	11	25	144
1894		1		97	4	10	10	6	91
1896		1		95	7	8	6	5	87
1898		1		19	3	2	5	3	19
1899		4		155	4	10	10	5	150
1900		1		158	7	8	10	13	156
1901		1		109	1	2	3	2	108
1902		3		117	1	4	2	1	114
1903		4		145	15	17	8	14	122
1904		5		90	4	9	14	4	91
1906		2		94		3	5	5	91
1907		4		101	1	3		1	97
1908		1		105	6	4	5	4	102
1910		3		165	10	6	2	7	157
1911		2		195	5	17	4	6	176
1912		2		111	9	3	1	8	101
1913		4		162		11	9		160
1915		1		158	5	12	2	4	144
1916		5		120	4	13	8	4	111
1917		2		104	1	6	12	1	109
1918		6		110	3	10	3	4	99
1919		4		205	9	6	7	12	194
1920		1		104	17	9	7	15	87
1921		5		147	5	5	3	5	139
1922		2		138	26	17	2	19	104
1923		6		144	5	9	4	9	130
1924		1		123	11	16	14	26	95
1925		4		155	12	19	21	20	137
1927		1		12	1		1	1	12
1928		1		148	13	18	7	11	126
1929		1		79		5	5		79
1930		3		151				33	115
1932		3		104		7	7		104
1933		1		60				1	55
1934		3		94	2	3	7	2	96
1935		4		144	21	1	6	21	126
1936		5		137	16	8		16	115
1937		1		102	1	7	8	1	102
1938		1		14	1				
1939		3		91	6	9	9	6	85
1941		3		133	16	17	7	10	113
1942		4		136	19	9	5	9	123
1943		3		74	13	1	2	8	69
1944		4		100	5	5	1	4	92
1945		1		102	35	6	29	38	87
1946		3		138	26	12	17	18	125
1948		3		103	22	21	13	18	77
1949		5		118	9	13	1	7	99
1950		1		100	4	4		4	82
1951		5		123	34	23	38	37	101
1952		1		119	3	12	2	2	107
1953		5		122	5	11	4	3	112
1954		1		127	15	27	3	15	88
1955		1		122	5	14	7	7	108
1956		5		152	16	15	6	18	126
1957		1		80	1	2	1	1	78
1958		4		122	2	5	7	2	122
1959		1		107	2	4	8	2	109
1963		1		116	1	9	1	1	107
1964		2		96		10	7		93
1965		3		97		4	1		94
1966		4		149	1	1	1	2	147
1967		3		161	1	4	1	1	167
1968		2		82	2	2	2	2	79
1969		2		92	2	2	6	2	94
1970		2		82	2	4	1	2	77
1971		5		131	4	4	1	5	123
1972		2		118	5	4	9	5	118
1973		3		112	11	3	3	11	100
1974		1		93	15	14	15	15	79
1976		6		88	22	9	15	22	74
1977		4		117	13	11	14	13	107
1978		1		93	9	4		10	79
1979		4		120	8	8	2	9	104
1980		5		116	4	7	6	7	111
1981		1		116	4	11	5	4	105
1983		1		169	3	27	11	3	150
1984		1		130	7	7	11	8	126
1985		2		127	8	9	7	7	118
1986		1		135	2	10	6	4	124
1987		1		81	2	1	1	2	79
1988		5		121	1	3	3	1	119
1989		2		84		3		1	80
1991		2		120	12	6	6	13	107
1993		4		124	6	9	1	9	107
1994		4		115	8	12	3	9	97
1995		1		100	1	11	3	1	91
1996		1		136	4	23	8	5	116
1997		4		77	77	5	60	57	75
1998		2		126	6	8	10	17	122
1999		1		53		2			52
2000		1		89	19	14	9	13	71
2001		6		125	17	10	8	13	108
2002		3		92	16	6	7	12	81
2003		2		91	67	12	45	45	79
2004		4		108	15	11	7	14	90
2005		2		85	7	11	12	6	80
2007		3		128	9	36	8	5	95
2008		2		51	2	3		3	45
2010		4		88	2	5		3	82
2011		1		179	4	16	6	2	167
2012		5		130	2	12	2	2	118
2013		1		130	3	6	5	4	125
2014		5		83	2	10	5	2	76
2015		2		52	2	4	2	2	48
2016		4		104	6	6	6	2	102
2017		1		125	4	9	5	3	118
2018		1		92	2	8	4	2	86
2019		1		143	5	5	1	3	136
2020		2		119	2	10	3	1	111
2021		3		108	14	5		16	87
2022		2		124	4	11	6	7	112
2024		1		168	2	7	1	2	160
2026		2		115	14	6	4	8	103
2027		3		122	5	2		5	104
2028		3		70	1		2	1	69
2029		3		88	2	3	1	2	81
2030		5		138	9	3		5	128
2031		4		147	5	12	10	5	138
2033		2		150	32	13	3	16	124
2034		5		123	16	5	6	13	110
2038		1		112	5	14	4	3	99
2039		2		96	3	2		1	93
2040		5		139	9	4	8	10	102
2041		1		120	3	5	9	16	106
2042		1		95	2	1	1	1	94
2044		1		114	17	6	15	13	93
2046		3		160	19	9	9	27	202
2047		2		97	3	1	1	6	91
2049		2		146	5	5	4	5	140
2050		1		90	7	5	2	5	82
2051		4		73	3	5	3	3	68
2052		6		129	7	6		2	119
2053		2		94	9	3	9	6	95
2054		2		138	20	3	8	26	116
2055		3		82	11	1	2	12	76
2056		2		96	20	5	9	25	83
2057		1		108	47	6	10	52	76
2058		5		105	7	10	3	20	90
2059		4		163	72	8	3		114
2060		2		132	19	8	4	22	114
2061		1		27					
2062		1		20					
2063		1		15					
2064		2		50	4	5	5	5	45
2065		1		94	22	6	6	37	60
2066		1		132	2	16	9	2	129
2067		1		18					
2068		1		15					
2069		3		133	4	4	7	6	134
2070		1		148	18	15	4	23	123
2071		1		97	1	6	2	5	91
2072		6		140	7	8	2	8	129
2073		1		91	4	5	3	13	76
2074		6		123	4	15	23	5	126
2075		1		90	8	5	10	18	77
2076		2		164	13	14		22	131
2078		1		131	7	17	11	9	116
2079		3		90	12	5	1	12	74
2081		2		131	7	13	16	20	120
2082		3		144	6	34	20	16	114
2083		4		118	15	11	2	16	93
2084		7		136	28	9	19	40	105
2085		2		124	4	16	3	5	106
2086		4		78	38	14	31	39	56
2087		2		98	1	4	1	3	90
2088		2		25					
2089		1		56	4	7	1	4	47
2090		1		61	3	5		3	53
2091		3		131	15	13	30	31	117
2092		1		167	6	31	5	13	128
2093		1		138	10	17	2	10	113
2094		5		90	2	8	4	4	82
2096		2		158	4	8	6	4	152
2097		2		78	1	7	7	2	76
2098		2		166	4	2	2	5	161
2099		5		97	1	7	2	1	91
2101		2		108	2	3		4	101
2102		4		104	1	5	1	3	97
2103		2		175	9	10	6	10	161
2104		1		197	3	61	4	3	137
2105		1		118	1	8		12	97
2106		6		172	6	15	2	9	150
2107		2		152	1	5	1	2	96
2108		2		148	2	1	6	2	152
2109		3		108	4	27	45	4	122
2110		1		97		11	8		94
2111		2		125	9	4		12	109
2112		1		103	2	6	2	4	95
2114		2		100	1	4	2	1	96
2115		1		100	1			2	98
2116		5		185	4	24	2	4	159
2117		3		104	4	4	3	4	99
2118		2		151	28	18	18	28	123
2119		1		146	14	23	13	14	122
2120		4		158	14	18	14	15	139
2125		1		60	2	3	1	2	59
2126		3		59	1	9	2	2	53
2127		1		111	1		2	1	112
2128		4		162	4		20	4	174
2130		2		105	2	1	1	3	101
2131		4		83		3	1	1	80
2132		7		148	2	11	5	3	139
2134		3		157	3	8	3	5	141
2136		3		157	6	8	2	6	145
2137		1		172	2	18	6	4	155
2138		6		176	12	15	3	12	152
2139		2		139	2	1		2	136
2140		2		101	4	3	21	5	109
2141		7		154	13	16	10	13	135
2142		1		95	3	12	22	3	102
2143		6		145	16	16	10	21	116
2144		6		172	21	37	22	31	126
2145		2		195	33	21	13	33	152
2146		3		104	29	16	37	30	95
2150		1		150	2	8	4	3	143
2152		2		92	1	1	7	1	97
2154		2		156		5	14	1	164
2155		2		100		5	9		104
2156		1		128	3	4	3	4	123
2157		3		188	5	11	20	5	192
2159		2		187	5	5	3	7	178
2160		2		151	2	3	18	2	164
2161		1		107	2	5	8	2	108
2162		7		179		14	1	1	162
2163		3		153	4	20	1	4	130
2164		1		163		17	3	1	148
2165		2		101	1	6	5	3	97
2166		2		101	3	3	7	3	105
2167		5		100	3	4		2	97
2168		2		82	2	1		2	79
2169		3		153	5	7	5	6	145
2170		2		148	5	8	13	13	137
2171		1		109	4	3	3	4	99
2172		3		148	14	4	12	7	149
2173		4		147	11	12	13	13	135
2174		2		64		2	2		64
2175		1		80		2	2	1	79
2176		2		90	4	7		4	79
2177		2		101	11	7	3	14	83
2178		7		185	10	19	6	10	162
2180		3		142	3	4	3	1	140
2181		2		158	5	3	7	5	157
2182		2		169	3	12	8	3	162
2183		3		108	2	7	2	2	101
2184		2		174	3	15	11	6	164
2185		4		104	3	12	4	3	93
2187		4		137		4	10	2	141
2188		3		144	6	14	4	4	127
2189		2		103	9	16	15	10	92
2190		3		124	2	7	7	3	122
2191		2		59				4	55
2193		1		134	1	12	16	5	133
2194		2		99	8	24	22	9	88
2195		6		182	9	32	21	10	161
2196		3		103	2	4		2	97
2198		1		102		2			100
2200		1		123	2	8	2	2	116
2201		1		54		4	3		53
2202		4		85	1	4		1	80
2203		2		132	3	6		6	120
2204		2		93	3	3	3	3	90
2205		1		94		2	1		93
2206		4		140	1	6	1	2	134
2207		3		95	1	6	3	2	96
2209		1		132		8	7	1	130
2210		2		94		5	2		91
2211		3		147		6	3		144
2212		2		106	3	2	1	4	101
2213		4		162	1	7	5	1	159
2214		8		131		4	4	2	129
2215		5		130	1	13	4	1	120
2216		2		95	1	3	5	1	96
2217		1		80	4	5	5	5	75
2218		3		139	1	15	2	1	129
2219		3		129	7	8	7	4	124
2220		3		136	7	9	3	8	122
2221		1		92	4	5	4	3	88
2222		2		151	9	8	3	9	137
2223		1		94		3	2	4	89
2224		1		133		11	3		125
2225		1		149		9	6		146
2226		3		75	1	3		1	71
2227		1		151		14	5		137
2228		4		96	3	7	2	3	88
2229		2		50					
2230		2		103	1	8	1	1	95
2231		3		95	5	4	2	2	91
2232		3		96	3	3		3	91
2234		3		152	5	8	7	3	148
2235		3		93	7	4	1	7	83
2236		3		96		6	12		102
2237		3		131		1	1		131
2238		3		92	2	6	2	2	86
2239		1		90	4	1	1	4	86
2240		2		132	2	6	5	3	128
2241		3		94	2	11	10	2	94
2243		6		131	4	8	7	4	126
2244		7		132	2	5	3	3	119
2245		4		130	3	1	1	3	127
2246		1		95	7	5	5	4	91
2247		4		128	1	8	2	1	121
2248		3		99	12	9	3	9	82
2249		3		99	7	6	2	5	89
2250		5		134	18	12	11	22	111
2251		5		105	13	8	3	11	94
2252		1		131	2	12	8	2	125
2253		1		133	5	4	5	5	127
2254		4		146	4	4	3	4	141
2255		1		83					83
2256		2		151	1	5	6	1	154
2257		1		168	4	19	16	4	161
2258		5		112	2	3	4	1	112
2259		2		50			5		53
2260		3		167	5	2	3	7	161
2261		5		157	3	9	5	3	150
2262		3		117	6	2	1	5	111
2263		2		119	2	4		2	113
2264		1		101	2	5	6	3	99
2265		6		150				3	147
2266		4		165	2	8	4	3	158
2267		5		174	1	6		4	165
2269		2		149	4	11	6	1	143
2270		7		176	5	12	6	5	165
2271		7		146	3	5	9	3	147
2272		3		115	3	8	12	3	116
2273		3		175	2	9	10	2	174
2274		1		91		3	1		89
2275		1		155	2	3	2	6	148
2276		1		113	3	4	3	3	109
2277		1		79		3	3		79
2278		4		150	2	8	3	11	134
2279		4		113	10	8	11	9	107
2280		3		148	1	9	4	1	142
2281		3		118	2	11		2	105
2283		1		154	7	13		7	131
2284		3		110	1	1		2	105
2286		2		166	3	36	2	3	129
2287		4		162		3	1		160
2288		1		94	2	4	5	4	91
2289		1		92	3	3	4	3	90
2290		4		118		4	1		115
2291		5		125	6	4	1	4	118
2292		1		154	1	2		1	151
2293		4		114	5	2	3	5	110
2294		2		110	1	3	4	1	110
2296		4		188	3	4		2	182
2297		2		182	5	4	1	5	174
2298		4		116	14	7	4	8	105
2299		2		184	4	11	6	4	125
2300		3		149	6	14	4	4	135
2301		1		117	4	1	5	4	117
2302		3		155	2	3	4	2	154
2303		2		113	7	13	17	9	108
2304		4		152	1	8	2	4	142
2306		1		81	22	12	24	22	72
2307		1		157	45	9	3	34	116
2308		4		118	11	8	8	9	109
2309		4		113	12	7	7	12	101
2310		1		171	9	28	18	7	154
2311		1		116	6	9		6	114
2312		1		155	5	10	1	14	132
2313		4		149	3	4	5	4	146
2314		4		155	15	17	3	16	125
2315		2		89	8	5	4	6	82
2316		3		151	10	38	32	10	135
2317		3		119	7	10		7	102
2318		1		151	5	19	5	3	134
2319		3		52		1	1		52
2320		1		114	7	3	1	6	106
2321		2		169	8	3	2	4	164
2322		1		120	2	3	2	1	118
2323		2		162	12	10	10	10	152
2324		4		151	3	9	3	4	143
2325		1		177	24	10	4	19	152
2326		2		120	5	7	2	4	111
2327		2		124	2	1	1	3	121
2328		2		127	10	9	11	19	110
2329		7		169	22	4	3	15	153
2330		6		83	1	1	14	1	95
2331		2		194	5	11	4	5	182
2332		2		250					
2333		4		120	2	4	8	3	121
2334		2		130	8	9	13	8	126
2335		8		197	12	11	5	5	186
2336		4		196	9	14	1	9	174
2337		1		168	3	12	1	4	153
2338		3		167	2	8		10	149
2339		5		165	1	1	6	1	169
2340		3		150	4	14	6	4	138
2341		1		109	4	4	7	3	109
2342		2		117	10	33	13	28	139
2343		4		120	2	9	7	2	116
2344		1		114	27	9	4	15	94
2345		1		130	6	5	8	5	128
2346		1		135	1	2	1	1	134
2347		2		117	2	25	3	3	92
2348		2		84	2	5		2	77
2350		1		118	4	2	4	4	116
2351		5		160	3	10	1	3	148
2352		2		48	2	1	24	20	51
2353		5		187	53	33	13	28	139
2354		1		124	1	2	3	1	124
2355		1		171	10	17		12	142
2356		6		79	1	6	2	1	74
2357		2		124	7	11		5	108
2358		2		155	8	5		8	141
2359		2		157	4	4	3	4	152
2360		2		110	24	18	3	8	87
2361		1		181	24	19	11	20	150
2362		2		108	17	8	1	14	86
2363		3		183	24	28	10	14	149
2365		6		193	56	4	6	30	158
2366		2		73	6			6	66
2367		2		162	32	14	6	109	47
2368		4		151	42	2	2	42	91
2369		2		146	8	8	6	8	135
2370		3		176	7	11	1	7	159
2371		3		107	6	5	2	6	99
2373		4		157	29	11	3	19	125
2375		5		143	3	14		16	110
2376		1		114	5	4		6	104
2377		4		178	11	17	7	67	131
2378		3		114	20	16	24	34	88
2379		1		156	16	4	1	35	118
2381		1		110	10	12	4	9	93
2382		3		61	2	3	7	2	63
2383		1		128	7	5	8	8	123
2384		5		106	3	5	1	14	88
2385		1		142	2	11	5	5	131
2386		1		78	9	8	15	33	52
2387		5		171	12	22	19	19	149
2388		1		76	13	16	25	16	69
2389		1		183	6	28	4	8	151
2390		1		110	4	2		2	106
2391		4		75		3			72
2392		1		148	9	2		6	140
2393		5		148	6	4	3	6	141
2394		2		187	9	7	1	9	163
2395		1		108		1		1	107
2396		1		104	9	9		10	85
2397		1		148	34	34	5	17	102
2398		4		103	11	8	12	8	99
2399		3		114	7	4		5	105
2400		6		162	4	1		2	159
2401		2		152	7	19	4	7	130
2402		2		114	4	1	2	5	110
2404		5		148	13	5	4	7	140
2405		3		108	19	12	4	13	92
2406		3		108	2	2	3		109
2407		4		104	12	12	2	10	84
2408		2		186	18	20	6	14	158
2410		3		184	21	15	10	22	157
2412		5		123	37	10		32	81
2415		4		109	10	12		6	91
2416		1		119	8	21	9	9	100
2417		5		180	54	49	18	28	113
2418		4		145	14	21	10	31	103
2419		1		108	6	15		13	80
2420		3		147	11	24		10	105
2421		3		144	5	9		10	126
2422		1		148	12	12	2	30	108
2423		4		119	60	18	24	39	87
2424		4		109	14	16	1	10	84
2425		3		79	6	4		7	68
2426		6		154	33	51	10	23	90
2427		4		155	29	39	19	32	119
2428		4		147	12	26		19	102
2429		1		175	32	42	45	48	130
2431		5		76	4	10	7	4	69
2432		3		148	22	19	12	19	122
2433		2		81	9	1	1	10	73
2434		2		97	15	4		10	83
2435		1		150	34	8	12	28	126
2436		2		111	7	14		7	90
2437		4		183	93	13	35	48	145
2438		1		111	2	6		4	101
2439		1		150	19	6	9	12	141
2440		5		119	12	11		8	100
2441		3		60	4				
2443		2		193	40	14	16	19	160
2444		2		156	26	21	3	18	120
2445		2		157	40	9	9	20	137
2446		6		145	14	6	2	22	119
2447		3		106	12	11	2	9	88
2449		6		149	12	14		17	118
2450		2		78					
2451		4		190	49	19	10	19	162
2452		5		153	3	15	6	6	138
2453		5		138	1	6		1	131
2454		1		97	8	7		18	72
2456		3		110	24	5	9	12	102
2457		1		115	26	18	13	20	89
2458		2		113	9	9	1	15	91
2459		2		171	11	5	2	9	159
2460		7		111	15	15	10	18	88
2461		1		147	26	25	17	26	113
2463		5		108	21	30	31	21	89
2465		1		150	8	16		8	126
2466		1		156	4	15	1	6	136
2470		2		77	4	5	8	6	73
2471		5		150	26	12	5	16	127
2473		4		98	2	1		2	97
2474		2		158	5	18		4	136
2478		2		94	3	11	9	19	65
2480		7		163	23	20	4	15	132
2481		1		126	10	22	39	10	133
2482		3		157	30	7		14	136
2486		2		93	1	7	5	3	88
2491		3		158	11	9	1	8	142
2493		2		140	5	11	41	17	156
2496		1		83	1		46	7	127
2497		5		170	55	39	23	46	105
2498		4		122	72	15	39	32	123
2499		1		147	21	19	34	30	132
2500		1		131	17	18	13	29	97
2501		2		84	4	8	15	5	86
2502		1		160	12	30	33	13	150
2503		1		130	32	25	46	17	134
2504		4		92	14	15	12	15	74
2505		3		82	12	2	22	9	93
2506		3		98	17	25	24	10	87
2507		1		97	16	17	20	14	86
2508		1		92	5	13	21	14	86
2509		4		90	14	13	5	12	70
2510		4		89	3	2	5	3	89
2511		6		159	12	21	16	8	146
2512		2		79		2			77
2513		3		136	22	15	21	35	107
2514		2		107	1	1		1	105
2515		7		153	1	3	2	2	151
2516		3		134	1	12	2	1	123
2517		2		142		4		2	136
2518		1		162	1	1	1	1	161
2519		2		94		2			93
2521		6		92	1	4		1	87
2522		4		69	1	2	19	1	76
2523		1		120	7	5		7	108
2524		3		87		1			86
2525		1		96	2	2		2	92
2526		5		163				3	160
2527		1		73	1	1		2	70
2528		1		68	1	3	2	1	66
2529		2		98	1	2	4	1	99
2530		4		100	1	3	6	4	99
2531		6		141	5	7	9	6	138
2532		1		173	6	6	7	4	171
2533		7		142	3	4	1	5	134
2535		2		102	3	2			100
2536		1		130		1	1		130
2537		1		148	2	2		3	143
2538		3		91	4	6	7	4	90
2539		3		91	10	7	9	9	81
2540		4		95	12	12	8	10	90
2541		1		88	5	7	6	3	84
2542		4		86		4	5	2	86
2544		2		91			1		92
2546		3		104	3	8	1	4	93
2548		1		59	1	4	6	1	61
2549		6		91	16	7	11	16	81
2550		1		132	2	2		2	125
2559		6		152	5	9	3	6	139
2560		3		158	1	14	5	1	144
2561		2		186	12	18	18	7	179
2562		4		194	25	23	15	15	171
2565		3		198	10	17		7	174
2567		1		174	6	7	1	6	162
2568		2		138	45	21	30	17	130
2570		4		92		6			86
2571		3		177	4	8	4	4	167
2572		4		178	9	6	7	7	172
2573		1		98	3	3		2	93
2576		1		164	6	5		5	154
2577		6		151	5	11		7	133
2578		3		104	5	1		4	99
2579		3		97	10	1	3	10	89
2580		2		98	17	12	6	13	79
2581		1		149	5	7	2	5	135
2582		4		145	28	31	28	22	120
2583		5		104	2	3	5	3	103
2584		4		61			5		66
2585		2		96	8	5		8	92
2586		5		190	23	23	16	15	162
2587		1		106	18	12	27	16	106
2588		4		147	16	6	1	10	133
2589		1		156	8	13	1	4	140
2590		1		131	7	16	6	4	117
2591		1		101	2	5		1	96
2592		2		190	3	15		3	172
2593		3		104		4			100
2594		3		100	8	12	13	5	96
2595		7		196	6	20		4	172
2596		2		178	10	25	11	10	154
2598		4		92	13	8	18	13	89
2599		4		105	38	6	26	27	98
2601		5		102	5	3		3	96
2602		4		140	2	14		2	124
2603		3		88	4	5		4	86
2604		5		174	1	8	2	2	155
2610		1		167	16	8		11	145
2611		5		136	5	12		5	118
2613		1		133	4	7	1	4	123
2614		2		168	10	5	1	11	153
2615		2		73	3	5	10	4	74
2616		4		118	3	7	2	1	112
2617		2		135	3	5	2	3	129
2618		4		131	1	6		1	124
2625		3		134	135	4	60	89	101
2626		1		90	18	13	18	18	77
2627		1		128	79	15	22	48	94
2628		2		87	19	4	10	19	74
2629		2		51	6	11	17	11	46
2631		2		147	1	19		1	128
2632		4		142	2	21		4	115
2633		2		88		5			85
2634		1		84	1	2		1	81
2635		6		162	2	13	1	2	148
2636		2		137	2	16		2	118
2637		1		88	5	1		5	82
2638		4		136	2	9		2	125
2639		4		86	2	2		1	85
2640		3		88	1	4		1	83
2641		5		107	1	10	3	1	99
2642		3		88	4	9	5	3	81
2643		2		92	1	2		1	89
2644		2		160	3	6		3	151
2646		2		103		1	2		104
2648		1		132		6	1	2	125
2649		4		162	2		1	4	159
2650		4		87	1	2	1	3	83
2651		3		165	4	3		1	162
2652		3		164	2	3		2	159
2653		5		136	4	6	1	5	125
2654		3		92	5	4	3	5	86
2655		2		138	4	6	5	5	132
2656		2		134	3	2	4	3	133
2657		3		136	3	15	11	4	128
2658		2		89	5	3	1	4	83
2659		3		134	2	19	5	2	118
2660		5		90	4	8	7	2	87
2661		7		158	14	7	3	7	147
2662		3		130	11	11	7	6	119
2664		1		89	10	4	10	10	85
2665		2		60	2	2	5	2	61
2666		2		136	5	1		5	130
2667		5		92	3	7		3	82
2668		3		145	3	16	4	3	130
2669		4		164	24	15	8	27	130
2670		5		142	7	7	6	7	126
2671		2		137	7	8		4	124
2672		4		136	8	2		5	129
2673		3		88	17	8	11	15	77
2674		2		136	4	15	1	3	119
2675		2		142	7	5		7	127
2676		5		133	16	18	6	9	112
2677		2		85	8	8	7	8	76
2678		1		93	6	4		6	86
2679		5		165	7	16		4	146
2681		3		90	1	5		1	84
2682		3		135	2	5		3	127
2683		5		61	1	2		1	58
2684		1		139	5	4		28	107
2685		3		163	20	11		12	140
2687		2		97	3	1	2	4	94
2688		8		154	16	13	2	12	131
2689		7		135	1	5		1	129
2690		3		153	20	3	5	11	144
2691		1		89	3	7		3	79
2692		4		86		5	4		85
2693		3		160	1	7	2	6	149
2694		1		94	1	1	5	1	97
2695		1		92		3	8		97
2696		1		83	5	11	17	5	84
2698		2		137	9	9		14	114
2699		3		92	18	17		13	84
2700		5		133	10	7	4	7	125
2701		6		160	4	12		6	143
2702		6		142	1	11	1	6	126
2703		7		82	19	16	24	14	76
2704		4		85	13	4	7	10	68
2705		6		93	5	6		5	84
2706		3		74	9	3		7	64
2707		1		118	64	16	26	29	99
2708		2		116	8	10		8	96
2710		3		92	22	12	12	17	75
2711		2		77	11	9	8	11	65
2712		2		75	11	12	8	9	64
2713		7		141	8	13	1	8	123
2714		3		121	42	27	34	31	97
2715		4		90	10	4	3	13	78
2716		3		100	6	3	4	6	95
2717		3		151	10	20	21	5	148
2718		3		129	6	36		6	87
2719		4		129	22	19	14	22	102
2720		2		61	1	5	5	1	60
2721		3		140	4	39	2	4	99
2723		6		148	14	16	2	10	124
2725		4		123	27			27	91
2730		4		84	15	17	32	15	84
2731		4		83	3		7	3	87
2732		6		92	13	1	3	16	79
2733		5		120	4	8	2	3	111
2734		2		80	11	7	14	8	79
2735		3		114	5	1		4	109
2736		2		119	5	15	8	5	107
2737		5		118	36	22	34	26	104
2738		4		137	11	14		11	112
2739		4		89	9	11	9	7	81
2740		3		82	23	8	14	23	66
2741		4		146	5	11	3	5	133
2742		1		83	9	9	11	4	81
2743		5		87	11	5	11	9	84
2744		5		113	6	2	1	6	106
2745		4		147	10	3		7	137
2746		6		90	6	7	8	4	91
2747		5		120	13	5		14	101
2748		1		122	12	8		5	109
2749		3		98	9	3	3	16	82
2750		3		90	3			3	87
2751		6		120	17	11	10	12	107
2752		2		92	11	3	5	10	84
2753		3		93	4	4	1	4	86
2754		4		93	10	6	2	7	82
2756		3		117	5	1	1	7	113
2757		9		141	5	3	1	13	126
2758		4		86	3	2	2	4	83
2759		2		96	7	1	4	6	93
2761		4		123	6	11		11	101
2762		4		158	11	12	1	10	137
2763		6		156	5	12	1	5	140
2764		5		122	2	3		2	117
2766		4		132	9	6		7	119
2767		4		153	6	9	2	6	140
2768		4		97	9			8	89
2769		6		92	14	14	23	17	86
2770		5		122	19	20	15	21	95
2771		2		102	8	13	7	7	89
2772		5		156	13	4		7	143
2773		3		64	1	1		2	61
2774		2		99	34	2	12	28	84
2775		6		100	29	12	16	33	71
2776		3		135	16	14	5	40	86
2777		4		99	11	9	2	5	87
2778		1		90	27	8	15	17	80
2779		4		102	15	11	3	9	85
2780		4		105		1	1	1	105
2781		3		133	15	2		10	121
2784		3		163	12	10		4	149
2785		1		136	10	3	1	7	122
2786		1		106	5	1	3	6	97
2787		3		117	28	5	12	18	106
2788		8		159	8	8		5	147
2789		4		132	46	14	11	28	101
2790		7		170	7	6		4	160
2791		1		40					
2792		4		135	6	8	2	3	126
2793		1		146	8	4	1	11	132
2794		7		171	6	6	1	6	160
2795		3		141	1	12	2	1	131
2798		2		87	8	3		8	76
2799		4		122	9	10	9	21	101
2800		4		120	9	4		9	107
2801		5		116	1	2		1	113
2802		3		149	20	26	12	17	119
2803		3		161	12	11	3	22	131
2804		2		127	8	8	2	21	100
2805		2		91	3	3	1	3	86
2806		1		118	17	16	16	43	75
2807		6		181	15	24	11	51	117
2808		3		121	10	18	18	20	99
2809		3		78	3	2	3	6	73
2810		4		117	86	18	46	73	72
2811		4		158	29	2	3	41	118
2812		1		120	3	14		3	103
2813		4		117	8	1		6	111
2814		5		119	26	16	7	22	89
2815		5		178	19	15		5	157
2816		2		83	4			4	79
2817		1		126	4	5		3	116
2819		1		136		10			126
2820		1		152	6	6	2	8	140
2821		6		115	9	11		7	97
2824		4		119	15	12	5	8	104
2825		3		116	6	10	10	6	110
2826		5		194	29	39	10	21	144
2827		4		188	8	21		15	153
2828		7		122	11	7	8	12	111
2829		6		203	1	6	1	2	196
2831		7		181	2	9		4	168
2832		5		159	31	20	16	20	135
2833		5		117	2	8		2	107
2834		7		120	3	2	2	3	117
2835		3		118	3	5	8	3	118
2836		6		155	9	6	2	6	144
2839		3		156	89	30	42	97	72
2841		5		185	45	34	16	38	129
2842		6		164	184	4	80	130	110
2843		7		125	157		71	108	88
2844		6		113	9	4	1	8	99
2845		5		183	21	68		12	104
2846		3		106	10	35	12	10	73
2847		1		145	46	44	23	35	88
2848		3		138	11	25	4	10	107
2849		1		119	3	27		2	90
2850		5		177	25	34	3	19	127
2851		2		85				31	54
2852		1		121	2	22		2	97
2853		3		153	43	39	42	44	112
2854		5		150	25	23		16	111
2855		4		106	4	8	2		
