number	number_sup	trip	trip_sup	onboard_at_departure	death_at_cape	left_at_cape	onboard_at_cape	death_during_voyage	onboard_at_arrival
2099		5		40	2			3	36
2101		2		55		3			52
2102		4		49		2			47
2103		2		96	6	13	4	6	81
2104		1		93	2	5	1	2	87
2105		1		44	4	8	8	8	32
2106		6		111	2	16	5	2	98
2107		2		52	1	4		1	47
2108		2		82	1	4	7	3	82
2109		3		54	6	19		6	29
2110		1		51		11	9		49
2111		2		39	5	3	4	5	35
2112		1		47	1	2		1	44
2114		2		53	2	2		2	49
2115		1		53					53
2116		5		97	1	15		2	80
2117		3		53	1	4	2	3	48
2118		2		83	30	8	20	30	65
2119		1		83	15	18	9	16	58
2120		4		91	8	22	8	8	69
2125		1		39		4	3		38
2126		3		38		6	6		38
2127		1		54	1		2	2	54
2128		4		75	3	4	3	3	69
2130		2		49		4	2	2	45
2131		4		42		1	2		43
2132		7		74	1	7	5	1	71
2134		3		69		1	3		71
2136		3		76	4	7	6	8	67
2137		1		99		2	5	1	101
2138		6		100	4	15	11	5	91
2139		2		82	3			3	78
2140		2		52	4	8	16	4	54
2141		7		74	3	6	12	3	77
2142		1		56	2	11	7	2	50
2143		6		93	4	17	10	5	81
2144		6		67	10	16	12	22	41
2145		2		101	12	11	10	12	88
2146		3		58	31	15	25	30	39
2150		1		79	2	5	3	2	75
2152		2		39		1			38
2154		2		76	1	8	9	1	76
2155		2		50	1	2	8	3	53
2156		1		43		2	10	1	50
2157		3		95	2	5	16	2	104
2159		2		94	4	4	5	4	91
2160		2		82	2	7	9	2	82
2161		1		52		4	1	1	48
2162		7		107	5	17	10	6	97
2163		3		90	1	12	7	1	85
2164		1		89		13	8		84
2165		2		55		5	2		52
2166		2		50	2	3	5	2	50
2167		5		50		5	4	2	44
2168		2		27		3			24
2169		3		72	2	8		2	62
2170		2		77		6	24	16	80
2171		1		50		6	1	3	42
2172		3		18		2	1	8	69
2173		4		81		15	7	4	69
2174		2		38		7	1		32
2175		1		41		1			40
2176		2		42	1	5	1	1	37
2177		2		52		4	2	9	41
2178		7		94	11	11	7	11	79
2180		3		65		8	5	3	59
2181		2		57	2	6	7	2	56
2182		2		89		12	12	2	87
2183		3		59		8	3	2	52
2184		2		89		7	8	3	87
2185		4		53		10	7	2	48
2187		4		65	2	3	7	2	67
2188		3		70		9	1	4	54
2189		2		49	5	10	4	5	38
2190		3		75	1	4	3	1	72
2191		2		20				2	18
2193		1		70		6	5	1	68
2194		2		52	2	7	4	2	47
2195		6		93		13	9	5	84
2196		3		54	7	6	2	7	43
2198		1		50		2			48
2200		1		43	2	6	5	2	40
2202		4		44		5			39
2203		2		39		6	1	2	32
2204		2		35				1	34
2205		1		33	1	7	2	1	27
2206		4		41		5	1		36
2207		3		28			1		23
2209		1		47		10	5		42
2210		2		35	1	4		1	30
2211		3		63		8	2		57
2212		2		26		1	1		26
2213		4		62		9	4	1	56
2214		8		45		3	1	3	40
2215		5		48		8	1		41
2216		2		36		4	3		35
2217		1		27		7	2		22
2218		3		49		4	3		48
2219		3		47		3	1	5	40
2220		3		45		10		1	34
2221		1		34		9	2	2	25
2222		2		33	7	13	11	7	24
2223		1		31		11	5		25
2224		1		46		10	5		41
2225		1		54	1	18	10	1	45
2226		3		25		3	1	1	22
2227		1		60	1	20	3	2	41
2228		4		35		5	2		32
2230		2		32		10	2		24
2231		3		34		8	3	4	25
2232		3		30		4	2		28
2234		3		54		6	3	3	48
2235		3		32	1	5	4	1	30
2236		3		30		2	8		36
2237		3		44		5	3		42
2238		3		33		4	2		31
2239		1		34	1	1		1	32
2240		2		49		11	3		41
2241		3		32	2	6	11	2	34
2243		6		48	5	6	6	6	42
2244		7		47		7	5		41
2245		4		44	9			9	35
2246		1		35		8	1	4	24
2247		4		46		9	4		41
2248		3		34		7	1	3	23
2249		3		31		5	1	2	25
2250		5		49		7	6	8	40
2251		5		28		7	4	3	22
2252		1		44	1	8	7	1	42
2253		1		48	1	3	3	1	47
2254		4		53		2	3	3	51
2256		2		49		1	3		51
2257		1		59		9	6		56
2258		5		47		3	3	2	45
2260		3		58		4	4		58
2261		5		45		2	1		44
2262		3		34		3	1	2	30
2263		2		43		6	6	1	42
2264		1					1		1
2265		6		58				6	52
2266		4		67		2	2		67
2267		5		60		8	4		56
2269		2		52		3	2	3	48
2270		7		56		7	5	2	52
2271		7		55	1	5	7	1	56
2272		3		41		5	6		42
2273		3		58	2	6	10	2	60
2274		1		34		1			33
2275		1		48		7	4	2	43
2276		1		27	1	4	3	1	35
2278		4		56		5	3	6	48
2279		4		39		11	3	3	29
2280		3		52	3	5	1	3	45
2281		3		36	1	6		1	29
2283		1		53	2	5	1	2	46
2284		3		48		1	1		48
2286		2		60		12			48
2287		4		57		6	2		53
2288		1		29		4	5	2	24
2289		1		31		2	2	1	30
2290		4		39		2	1		38
2291		5		38		2	1	4	33
2292		1		47		5	1		43
2293		4		36	2	2	3	2	35
2294		2		41		3			38
2296		4		60		2		2	56
2297		2		65		4	1	2	60
2298		4		48		1		7	40
2299		2		62		4	2	1	59
2300		3		52		1	1	3	49
2301		1		41		7	1	3	32
2302		3		58		4	3	2	53
2303		2		42		9	2	1	34
2304		4		54	2	4	6	2	54
2306		1					7		7
2307		1		52		4	5	14	39
2308		4		40		3	4	3	38
2309		4		38	4	7	4	4	31
2310		1		132		21	4	7	108
2311		1		37	2	3	6	2	38
2312		1		62		7	5	6	60
2313		4		106		4	3	2	103
2314		4		100	12	7	1	12	82
2315		2		33		4	1	3	27
2316		3		100	3	36	30	3	91
2317		3		64	1	8	3	1	58
2318		1		103		7	12	6	99
2320		1		59		2	9	2	64
2321		2		80		3		5	72
2322		1		61		7		2	52
2323		2		82		15	3	6	64
2324		4		104		13	5	1	93
2325		1		131		7	2	11	115
2326		2		66		8	1	3	56
2327		2		62		3	3		62
2328		2		53		4	10	11	48
2329		7		82		5		8	69
2330		6		45		5	2		42
2331		2		100		5	1	2	94
2333		4		60		3	5		62
2334		2		52	3	11	10	3	48
2335		8		102		13	4	7	86
2336		4		117		3		2	112
2337		1		89		9	1	2	79
2338		3		91				4	87
2339		5		71		2	5		74
2340		3		101	1	13	1	1	88
2341		1		74		8	11	2	75
2342		2		57		18	6	24	85
2343		4		59		6	8	1	60
2344		1		61		7	8	14	48
2345		1		56		2	2	2	54
2346		1		56	2	5		2	48
2347		2		68		1	1	1	67
2348		2		42	1	2		1	39
2350		1		66	3	2	3	3	64
2351		5		82	1	8	1	1	74
2352		2					1		1
2353		5		121		18	6	24	85
2354		1		56	1	3	3	1	55
2355		1		120		5	2	2	105
2356		6		52	3	7	2	3	44
2357		2		62		10	3	3	52
2358		2		92	4	3	3	4	88
2359		2		91	1	6	3	1	87
2360		2		71		8		18	45
2361		1		130		20	5	20	95
2362		2		80		13		11	57
2363		3		118		14	2	14	92
2365		6		100		10	6	25	60
2366		2		47	5			5	42
2367		2		88		14	7	72	9
2368		4		100	41		20	41	54
2369		2		100		9	6	4	94
2370		3		119	5	10	1	5	105
2371		3		74		7		1	65
2373		4		99		6		12	81
2375		5		111		14		7	89
2376		1		64		6		5	53
2377		4		128		13	2	70	72
2378		3		65		19	5	16	35
2379		1		90		12		26	52
2381		1		76		12	9	10	63
2383		1		58		3	9	5	59
2384		5		75		3	1	17	56
2385		1		102		8	3	3	94
2386		1		55		22	15	13	35
2387		5		121		27	7	37	64
2389		1		113		24	12	26	75
2390		1		68		7	4	4	61
2391		4		51		6	1		46
2392		1		105		8	1	6	92
2393		5		105		18	13	3	97
2394		2		121		12	2	5	106
2395		1		69		2	1		67
2396		1		79		10		4	65
2397		1		107		44	8	19	49
2398		4		68		10	4	4	58
2399		3		66		6		3	57
2400		6		98		10	1	3	86
2401		2		100		19	2	6	77
2402		2		65		4	2	6	57
2404		5		103		17	3	9	80
2405		3		71		6		8	52
2406		3		69		6	7	5	65
2407		4		74		18	6	9	53
2408		2		121		21	4	11	93
2410		3		122		17	17	12	110
2412		5		56		10		12	34
2415		4		71		15		6	50
2416		1		59		13		6	38
2417		5		127		51	16	25	67
2418		4		101		29	8	18	62
2419		1		71		21	3	8	45
2420		3		109		23	5	4	87
2421		3		106		9	3	12	87
2422		1		100		14	2	26	62
2423		4		61		19	13	21	34
2424		4		71		32	1	8	32
2426		6		101		39	14	19	57
2427		4		101		18	6	27	62
2428		4		116		40	5	11	70
2429		1		149		68	58	66	73
2431		5		58		18	7	6	41
2432		3		95		22	29	12	90
2433		2		53		7	3	5	42
2434		2		79		9	1	14	57
2435		1		99		9	3	13	80
2436		2		71	2	5		2	64
2437		4		124		15	35	47	80
2438		1		73		2		1	70
2439		1		101		12	2	22	69
2440		5		97		8	1	11	79
2441		3		25					
2443		2		131		22	13	9	112
2444		2		101		25	4	16	64
2445		2		93		6	15	20	82
2446		6		102		12	2	16	76
2447		3		79		9		8	62
2449		6		100		8		17	75
2450		2		50					
2451		4		123		19	9	26	87
2452		5		92		12	6	6	82
2453		5		72	3	3	2	3	68
2454		1		76		13		29	34
2456		3		74		12	5	15	50
2457		1		69		13	21	16	61
2458		2		67		7	11	5	66
2459		2		115		3	1	6	107
2460		7		70		5	6	22	49
2461		1		100		30	2	14	58
2463		5		73		23	15	12	52
2465		1		105		18	1	9	79
2466		1		108		10	5	5	98
2470		2		45		5	6	1	45
2471		5		95		16	6	12	73
2473		4		55					53
2474		2		99		7		3	89
2478		2		61		8	5	24	34
2480		7		112		13	3	10	91
2481		1		86	3	19	7	3	71
2482		3		109		13		21	75
2486		2		63		3	2	3	59
2491		3		107		10	6	6	97
2493		2		80		8	37	15	84
2496		1		58		5	12	1	59
2497		5		114		22	2	19	74
2498		4		94		14	3	43	39
2499		1		98		21	13	19	71
2500		1		95		15	11	32	59
2501		2		46		16	9	1	38
2502		1		158		17	6	8	99
2503		1		90		32	20	15	63
2504		4		62		11	10	19	42
2505		3		70		8	8	11	59
2506		3		62		14	6	16	38
2507		1		63		15	5	9	44
2508		1		58		2	3	5	54
2509		4		57		11	7	7	46
2510		4		55		4	6	1	56
2511		6		110		10	14	6	108
2512		2		44		2	1	1	42
2513		3		93		16	12	27	62
2514		2		46	1	3		1	42
2515		7		81	1	2	3	5	76
2516		3		92	10	3	1	10	80
2517		2		89		3			86
2518		1		124	3	2		3	119
2519		2		57		3			53
2521		6		58		2		3	53
2522		4		21		1	8		7
2523		1		76	3	3		3	70
2524		3		63		1		1	61
2525		1		57		2		1	54
2526		5		123		6		6	111
2528		1		21					21
2529		2		65	3	4	3	4	60
2530		4		64		3	3	2	62
2531		6		91		9	7	8	81
2532		1		106		4	4	3	102
2533		7		90		4	5	2	89
2535		2		57		2	2	4	53
2536		1		92	2	1	1	3	89
2537		1		98		3	2		97
2538		3		57		7	3		51
2539		3		57		4	6	2	55
2540		4		65		3	2	16	47
2541		1		60		11	3	3	49
2542		4		60		3	2		59
2544		2		53		3	1	1	50
2546		3		47		3		1	43
2548		1		25		1	1		25
2549		6		57		11	7	7	44
2550		1		90		6	2	1	86
2559		6		75		8	6	1	71
2560		3		81	5	19		5	57
2561		2		90		22	13	7	74
2562		4		98		19	10	16	73
2565		3		104		13		5	86
2567		1		96		7	2	3	88
2568		2		89		24	33	27	71
2570		4		47	1	3		1	43
2571		3		95	2	7	1	2	87
2572		4		91		7	2	3	83
2573		1		52		7		1	44
2576		1		92		9	1	2	82
2577		6		71		5	1	1	66
2578		3		60		12		3	55
2579		3		52	9	2		9	41
2580		2		51		8	9	6	46
2581		1		80		18		2	55
2582		4		78		19	15	10	64
2583		5		52		2	7	6	51
2585		2		50		4		1	46
2586		5		109		11	13	10	101
2587		1		63		20	18	7	54
2588		4		91		24	1	9	59
2589		1		88		17	1	6	66
2590		1		74		19	8	4	59
2591		1		52		7	1	2	43
2592		2		104		13	4	1	94
2593		3		49	1	5	4	1	47
2594		3		50		7	3	5	41
2595		7		59		10		3	49
2596		2		80		11	5		74
2598		4		33		8	8	7	26
2599		4		53		20	10	15	28
2601		5		38		4	1	1	34
2602		4		61		14			47
2603		3		45	10	4		10	29
2604		5		81		3			76
2610		1		87		5		5	76
2611		5		73	4	5		4	63
2613		1		66	2	8	1	2	57
2614		2		86		4	1	5	78
2615		2		49		3	10	5	51
2616		4		67		3	2	6	60
2617		2		70		7			63
2618		4		63	2	3		2	58
2625		3		65		3	25	48	39
2626		1		42	6	13	4	6	27
2627		1		81		9	3	35	36
2628		2		49	14	2	2	14	35
2631		2		58		8		1	48
2632		4		66		19			47
2633		2		43	2	5		2	36
2634		1		39	2	2		2	35
2635		6		89		17		1	71
2636		2		70	1	10		1	59
2637		1		44		6		1	37
2638		4		70	2	7		2	61
2639		4		45		2		2	39
2640		3		38		6		1	31
2641		5		42	1	4		1	37
2642		3		44		7	4	4	37
2643		2		42	1	3	1	1	39
2644		2		96	2	7		2	87
2646		2		32		1	3	2	29
2648		1		79		5		1	73
2649		4		93		2		1	90
2650		4		41		2	1	1	39
2651		3		102		12		3	88
2652		3		86		2		1	83
2653		5		68		4	3		67
2654		3		49	1	3	1	1	46
2655		2		68		3	1		66
2656		2		74	1			1	73
2657		3		68		9	5		64
2658		2		43		5	3	2	39
2659		3		67	3	10	4	3	58
2660		5		42		7	1	1	35
2661		7		98		22	3	8	71
2662		3		75		10	4	7	61
2663		4		70	1	7	4	1	65
2664		1		44	1	6	6	1	43
2666		2		63		8		1	54
2667		5		43		8	1	2	34
2668		3		58	3	20		3	35
2669		4		84		24	1	5	56
2670		5		66	5	2	4	5	63
2671		2		64		7		5	52
2672		4		69		11		4	54
2673		3		42		9		6	26
2674		2		66		14		2	50
2675		2		65	4	13		4	47
2676		5		58		13	1	8	38
2677		2		47		10	6	4	39
2678		1		41	1	2		1	33
2679		5		84		19		4	60
2681		3		37	2	5		2	30
2682		3		65		6			59
2684		1		66		7		20	39
2685		3		94		18	1	12	65
2687		2		42		2	1		41
2688		8		99		18	1	5	77
2689		7		63	1	10		1	52
2690		3		99		7	12	16	88
2691		1		46		7			39
2692		4		43		4	2		41
2693		3		96		6	1	4	84
2694		1		39	2	3	2	2	36
2698		2		74		12		14	48
2699		3		42		16		6	36
2700		5		75		4	5	10	64
2701		6		95		5		6	83
2702		6		61		10	4	4	51
2703		7		50		16	11	6	39
2704		4		34		5	1	2	28
2705		6		37	2	5		2	28
2706		3		39		5		3	31
2707		1		65		15	8	34	24
2708		2		65	5	7		5	53
2710		3		28		6	4	8	18
2711		2		41	6	12	6	6	29
2712		2		43		6		3	32
2713		7		82	7	15		7	60
2714		3		62		27		11	25
2715		4		37		3	1	2	31
2716		3		40	8	4	21	8	49
2717		3		65		3	5	8	48
2718		3		52	1	6	4	1	49
2719		4		49	8	9		8	32
2721		3		79	6	11	6	6	68
2723		6		72		20		5	47
2725		4		60	16	1		16	38
2730		4		43	3	17	11	3	34
2731		4		34	1	7	2	1	28
2732		6		39		8	5	11	25
2733		5		58		7	1	2	50
2734		2		39		3	11	4	43
2735		3		65		1	2	3	63
2736		2		55	2	4	10	2	59
2737		5		63		11	24	14	62
2738		4		77	2	5	1	2	71
2739		4		32		3	5	3	30
2740		3		39		6	12	8	37
2741		4		75	1	12	5	1	67
2742		1		39		7	2	5	29
2743		5		34		7	6	4	29
2744		5		89		3	2	3	85
2745		4		74		8	1	3	64
2746		6		38		8	1	7	23
2747		5		57		11		3	43
2748		1		62		11		8	43
2749		3		42		3	1	9	31
2750		3		45	1	6		1	38
2751		6		61		15	3	8	41
2752		2		45		11	2	2	34
2753		3		36	3	10	1	3	24
2754		4		38		2	2	7	31
2756		3		61		6	4	4	55
2757		9		74		12	4	6	60
2758		4		45		1	1	5	39
2759		2		40		3	1	2	36
2761		4		88		12		2	74
2762		4		109		13	2	8	90
2763		6		104	3	15	2	3	88
2764		5		41			1	2	40
2766		4		78		14	11	4	71
2767		4		143		23		6	114
2768		4		51		4		11	36
2769		6		58		17	6	9	36
2770		5		86		32	8	13	50
2771		2		50		10	3	4	39
2772		5		100		6		8	85
2774		2		49		1	16	20	41
2775		6		52		12	15	22	33
2776		3		79		17	4	24	42
2777		4		47		16	4	9	26
2778		1		48		10	2	10	30
2779		4		51		7	1	8	37
2780		4		48		10	2		39
2781		3		67		4	3	5	61
2784		3		86		13		8	64
2785		1		72		4		4	48
2786		1		48		4	5	3	46
2787		3		44		1	13	13	43
2788		8		93		10		10	88
2789		4		67		10	9	24	42
2790		7		86		9		3	74
2792		4		73		11	8	4	66
2793		1		61		6		6	49
2794		7		86		5		3	78
2795		3		65	4	10		4	50
2798		2		58	4	3	1	4	52
2799		4		62		11	6	13	43
2800		4		58		1		3	54
2801		5		63	2	9	3	2	55
2802		3		98		14	6	21	68
2803		3		85		6	2	10	71
2804		2		60		2	2	14	46
2806		1		60		11	16	22	43
2807		6		101		10	13	45	59
2808		3		66		25	7	14	34
2810		4		59		16	27	36	34
2811		4		78		8	7	29	48
2812		1		59	4	8		4	47
2813		4		64				4	55
2814		5		61		7	12	21	45
2815		5		127		21		13	93
2817		1		61		8	3	2	54
2819		1		47		7			40
2820		1		79		8	2	7	66
2821		6		62		7	3	1	57
2824		4		62		16		9	37
2825		3		62		7	2	1	56
2826		5		102		29	11	16	68
2827		4		103		14		6	82
2828		7		68		9	15	7	67
2829		6		95		5		3	87
2831		7		119		1		1	117
2832		5		82		18	15	15	64
2833		5		58	2	5		2	51
2835		3		59		9	1	2	49
2836		6		78		5	10	4	81
2839		3		79		21	21	59	19
2841		5		120		34	16	45	57
2842		6		81		4	41	74	42
2843		7		60		11	37	54	32
2844		6		61		6	1	4	48
2845		5		103		45		9	47
2846		3		61		26	7	9	33
2847		1		100		40	12	31	41
2848		3		56		22	4	2	36
2849		1		60		12		2	46
2850		5		135		33		23	79
2852		1		60		13			47
2853		3		79		28	19	14	56
2854		5		75		16		13	46
2855		4		51		11	5		
2856		1		53	3	10	2	3	42
2858		4		76		10		4	62
2859		4		79		16		2	58
2860		5		76		24		16	36
2861		1		79		20	3	15	47
2864		2		104		8	2	14	84
2866		2		88		6	4	5	81
2867		4		76		7	12	2	80
2868		9		98		7	4	16	79
2869		6		55		7		2	46
2870		6		90		6	15	15	84
2871		8		90		4	9	16	78
2872		3		50		13	10	13	34
2873		5		51		1		1	49
2874		2		52		2	1	1	50
2875		6		93		29		18	64
2876		1		50		1	2	5	45
2879		8		92		7		8	83
2880		1		75		21	12	9	59
2883		3		50		28	16	27	35
2884		1		52		12	17	17	40
2885		1		87		12	3	13	65
2886		4		53		6		2	45
2887		5		78	2	13	8	2	71
2890		2		65		11	9	9	54
2891		5		55		8	4	1	50
2892		1		83		7	2		78
2893		8		115		10	4	2	107
2894		1		49		1	1	2	47
2899		1		83		10	7	10	69
2900		6		96		25	17	25	63
2901		6		76		7	5	4	70
2902		1					4	1	3
2905		4		77		15	5	6	61
2906		7		88		15	5	14	64
2907		5		50		20	3	15	18
2909		7		81		15	3	2	67
2910		1		86		5	2	6	75
2911		6		49		15	1	9	28
2912		7		91		12	28	54	53
2913		4		52		10		3	39
2914		5		76		8	1	20	49
2915		2		52		12	4	8	36
2916		5		41		7	1	3	29
2917		1		1			6	2	5
2919		1		74		34	11	18	33
2921		1		52		21	9	13	27
2923		5		47		20	7	4	30
2924		6		128		27	1	7	95
2925		1		39		2	1	12	26
2926		3		49		11	13	15	36
2927		3		77		8	2	4	67
2928		2		50		17	1	2	32
2929		3		86		11	4	4	75
2930		1		115		21	3	13	84
2931		2		46		2		2	42
2932		1		98		10	1	10	79
2933		2		55		2		3	50
2934		1		50		7	4	13	33
2936		5		77		8	1	2	67
2938		9		93		9	2	2	84
2939		5		60		8		2	50
2941		1		51		3	2	2	46
2942		2		76		23	2	13	42
2944		4		74		15	5	7	57
2945		5		111		10		14	87
2946		2		47		2	2	9	37
2948		4		51		4			47
2949		5		77		25	13	10	54
2950		1		51		9	3	17	27
2951		3		52		7	4	1	48
2952		7		51		7	3	4	42
2953		2		50		4	4	22	27
2954		3		49		3	5	16	32
2955		3		53		12	5	7	39
2956		5		76		22		2	52
2957		5		49		7	6	7	41
2958		1		77		20	12	2	69
2959		4		59		17	2	16	48
2960		1		75		13	3	3	62
2961		6		114		35	16	37	51
2962		6		73		7		11	55
2963		4		47			2	4	39
2964		1		62		6	4		60
2965		2		57		12	4	1	48
2966		1		57		7		3	47
2967		1		51		4			47
2968		1		61		1			60
2969		1		1					1
2970		8		93		8	3	6	82
2971		2		51		4		2	45
2972		2		85		10	10	17	68
2973		7		101		12	3	22	70
2974		3		64		8	2	3	55
2976		3		62		12	4	7	47
2979		6		107		15	7	21	78
2980		2		90		9	2	8	75
2981		4		47		4		8	35
2982		2		63		4		2	57
2984		3		57			2	1	58
2985		2		59		4		3	52
2986		5		87		7	8	6	82
2987		7		49		7	2	15	28
2988		6		62		10		8	44
2990		7		85		9		6	70
2991		5		99		9	2	10	91
2992		1		57				6	50
2993		1		101		37	21	21	64
2994		1		90		20	3	14	58
2995		5		53		16	5	5	36
2996		3		1					1
2997		1		63		8		1	53
2998		1		86		40	27	31	42
2999		6		58		9	4	8	45
3000		3		85		19	19	5	70
3001		1		93		22	8	7	72
3002		2		33		3	2		31
3003		3		54		9	1	3	41
3004		1		83		9	7		81
3005		2		50		10	3	1	42
3006		5		60		2		3	55
3007		4		58		5	1		54
3009		2		1					1
3010		10		103		11	8	17	83
3011		2		63		16	5	5	45
3013		3		57		2	5	2	42
3014		7		105		9	4	6	94
3015		2		72		11	3		64
3017		2		72		1		1	70
3018		1		46		10	4	6	34
3022		6		92		15	6	4	78
3023		2		40		12	9	7	30
3024		1		47		7	13	6	42
3025		4		78		8	6	3	73
3026		4					2		2
3028		5		76		4	3	5	70
3029		6		64		18	4	5	45
3030		4		55		14	10	3	48
3031		3		87		6		8	69
3032		1		49		4	4	8	41
3033		3		88		10		1	77
3034		1		73		5		4	64
3035		5		42			2	1	43
3036		4		51		7	8	10	40
3037		4		74		12	12	11	63
3038		1		76		6	1	2	69
3039		1		52		8	7	9	42
3040		1		77		5	2	6	66
3041		1		59	2	2	7	2	62
3043		7		69	30	4	13	30	44
3044		1		76		9	10	7	70
3045		6		84		15	2	6	65
3046		2		45		9	7	5	38
3047		1		94				2	92
3048		2		48		12	7	13	30
3050		4		53	5	3		5	45
3051		2		86	12	13		12	60
3052		7		100		32	12	10	70
3053		4		34	6	1	2	10	25
3055		4		1					1
3056		1		45		13	14	18	28
3057		2		56		5		9	42
3058		1		54		8	3	5	42
3059		3		51		7	2	4	42
3060		5		58		12	9	4	50
3061		2		59	12	1		12	46
3062		1		63	2	12		2	48
3063		3		56		10		1	45
3064		8		106		7		9	90
3065		6		78		28	12	10	52
3066		1		57		5	3	5	50
3067		2		52		5		1	46
3068		2		56		13	3	21	25
3069		1		49	15	14	16	19	31
3070		2		53		4		3	46
3072		1		40		2		11	27
3074		3		55		4	2	7	45
3075		1		80		9		3	67
3076		2		71		11		8	51
3077		1		95		7		10	77
3078		6		94		7	3	23	67
3079		5		60		3	1	5	53
3080		6		85		15	2	7	64
3081		6		60		13	2	13	35
3082		2		1					1
3083		7		98		12	2	24	63
3084		3		59		10			49
3085		3		55				9	44
3086		1		62		10		4	46
3087		1		85		5		19	58
3088		2		42		10	13	13	31
3089		1		72		2		35	45
3090		1		1					1
3091		7		59		7	3	12	42
3092		3		85		15	11	32	48
3094		2		88		18		29	41
3096		2		80		4		18	57
3097		3		58		10	3	10	41
3098		2		59		6	2	14	41
3099		2		55		1		6	48
3100		1		56		14	2	12	30
3101		11		102		13	1	27	62
3102		7		84		11	5	29	49
3103		2		79		6	3	22	52
3104		4		86		14	2	16	58
3105		1		64	2	5		2	56
3107		3		62		7		15	39
3108		3		52	3	1		3	48
3109		4		154	17	31	20	11	132
3110		3		47		9	4	12	29
3111		3		48				4	44
3112		4		50		6	6	17	32
3113		5		50		13	12	9	40
3114		6		78		7		14	56
3115		4		49		6		4	37
3116		2		76		7	5	22	53
3117		4		81		20	28	29	60
3121		1		150	6	8	15	10	147
3122		2		62		9	3	2	53
3123		3		60		6	4		58
3124		3		56	1	5		1	50
3125		2		54		4	1		51
3126		1		65		4		4	57
3127		2		63		14	1	11	39
3128		1					1		1
3129		3		86		10		10	64
3130		1		1					1
3131		1		84		9	1	4	72
3132		2		61		12	5	12	42
3135		2		88		16	5	7	58
3136		3		1					1
3137		2		68		5	2	6	58
3139		3		49		8		3	37
3140		2		93		13		6	74
3142		2		67		12	2	5	51
3143		3		122	1	12	1	1	110
3145		6		63		15		9	39
3146		1		90		18		8	63
3147		2		75		13	10	16	55
3148		7		88		32	21	22	55
3149		4		51		8	1	7	44
3150		6		54		10	4	5	43
3151		2		48			13	7	51
3152		3		41		8	4	2	34
3153		5		83		9	7	1	81
3154		3		80		8	1	14	58
3155		3		80		26	69	26	96
3157		5		50		13	19	16	40
3158		1		84		22	5	7	62
3159		1		90		9	3	4	80
3160		4		64		5		4	55
3161		2		63		8	1	2	54
3162		1		63		8		2	53
3164		3		87	1	12	6	1	80
3165		1		67		9	4	3	59
3166		11		70		6	6	9	61
3167		3		63		8	8	2	61
3168		8		61		5	2	2	56
3169		7		89		8	7	2	86
3170		4		58		4	2	2	54
3172		3		86		13	2	10	65
3175		4		76	8	20	9	8	57
3177		1		53		4	1	8	42
3178		2		90		31	14	9	63
3179		7		89		19	2	42	29
3180		2		85		15	5	18	57
3181		5		88		26	8	49	19
3182		4		52	32		12	36	28
3183		8		74		23	4	33	22
3184		4		54		2		2	50
3185		6		51		6		6	39
3187		3		87		8		13	64
3188		2		87		26	7	16	52
3189		1		38	17	6	21	29	22
3190		8		80	14	20	7	14	52
3191		4		60		4	4	7	48
3192		5		85		13	14	19	66
3193		1		83		16		13	53
3194		1		96		27	15	24	59
3195		4		66		9	6	14	49
3196		7		94		25	9	14	64
3198		1		1					1
3199		1		90		9		5	76
3200		3		69		10	1	11	48
3201		4		49	20	6	3	20	24
3202		1		60		3		7	49
3203		3		60	1	10	1	1	50
3204		3		89		12	5	30	52
3205		1		61		7	7	29	31
3206		5		58		2		13	40
3208		5		62	14	5		14	43
3209		2		63		5		25	31
3210		7		60		16	10	8	46
3211		1		52	13	19	6	13	25
3213		1		1			11	1	11
3214		3		82		14	23	36	53
3216		4		55		15	10	9	41
3217		3		55		4	1		39
3218		5		40		1	10	17	31
3219		1		49		12	6	23	20
3221		1		61	1	4	5	1	59
3222		2		65		14	4	8	46
3223		4		61		7	1	3	52
3224		3		67		16	1	1	52
3225		3		85	16	12	6	16	63
3226		1		88		5		20	63
3227		4		66		13	2	11	43
3228		4		49		6	11	5	49
3229		1		91		25	7	23	48
3230		5		61		4	4	10	50
3231		5		50		7	3	23	23
3232		4		62		14	15	20	40
3235		1		56		3		2	51
3236		4		84		9		26	49
3237		2		58		6		5	47
3238		3		49		8	4	11	34
3239		1		63		5	1	17	42
3240		8		70		34	14	12	37
3241		2		92		8	17	11	90
3242		2		74		7		5	62
3243		4		67	8			8	59
3244		4		88		12	17	21	72
3245		4		97		22	8	22	59
3246		3		94		26	2	22	45
3247		5		84		12		11	80
3249		2		65		18	23	14	53
3250		8		102		20	3	11	73
3251		4		96		11	2	11	76
3253		1		50			4	1	48
3254		1		188		49	28	13	154
3256		1		94		1	26	1	122
3258		3		202		43	20	27	152
3259		1		202		42	21	17	150
3260		6		184		26	13	40	131
3261		5		77		13	14	5	74
3262		1		122		21	16	19	128
3263		3		65		12	1	18	35
3264		4		58	2	3	1	2	54
3268		3		60		11			49
3269		3		72	7	8	13	7	67
3270		2		73	5	9	6	5	65
3273		3		60		25	12		
3274		2		58			1	7	44
3276		1		149		36	6	24	93
3277		2		68		31	32	17	52
3279		1		133		30		24	79
3280		1		88		7		6	75
3281		1		161		26	1	8	127
3282		1		72	7	2		7	63
3283		5		68	2	4	2	2	64
3284		2		60	2	3		2	54
