number	number_sup	trip	trip_sup	onboard_at_departure	death_at_cape	left_at_cape	onboard_at_cape	death_during_voyage	onboard_at_arrival
5334		2		131					
5335		3		143					
5336		2		136					
5337		2		147					
5338		7		136					
5346		4		120					
5347		3		120					
5348		1		100					
5409		1		66					
5410		2		78					
5411		1		67					
5412		5		144					
5413		1		120					
5414		6		132					
5415		6		135					
5416		2		135					
5418		1		83					
5419		1		99					
5420		1		85					
5424		1		89					
5430		1		95	2				
5434		7		166	9				
5447		1		187	37				
5449		8		150	5				
5450		1		160	9				
5451		1		94	2				
5459		1		44					
5460		7		150	2				
5461		2		150					
5462		2		150					
5469		1		117	31				
5470		1		131					
5471		2		148					
5472		3		135					
5473		2		147					
5474		2		195					
5475		4		166					
5476		6		184					
5477		7		149					
5478		4		165					
5479		1		119					
5480		1			3				
5482		3		144					
5483		3		155					
5484		8		172					
5485		1		99					
5486		1		122					
5487		8		155					
5488		8		158					
5489		1		80	3				
5490		1		94					
5494		1		171					
5498		1		208					
5499		1		108					
5504		1		106					
5505		5		169					
5514		1		135					
5515		2		144					
5517		9		176	13				
5518		1		170					
5520		1		114					
5522		1		74					
5524		1		104					
5534		1		100					
5535		1		77					
5536		2		70					
5538		1		70					
5539		1		50					
5540		2		90					
5541		1		60					
5542		2		90	10				
5543		1			2				
5544		1			2				
5545		1		87					
5546		5		146					
5547		5		140					
5554		1		146					
5564		1		76					
5568		2		51					
5571		1		76					
5572		1		92					
5573		1		121					
5574		1		73					
5575		1		96					
5576		1		110					
5577		2		91					
5578		2		111					
5579		1		82					
5580		1		111					
5581		2		113					
5582		1		111					
5583		1		84					
5584		2		91					
5585		2		88					
5589		1		79					
5590		6		115	2				
5593		1		129	1				
5594		2			3				
5595		2			1				
5596		4			8				
5597		1		125	2				
5598		2		157					
5599		1			2				
5600		1		119	6				
5601		2			3				
5602		1		99	3				
5603		1			1				
5604		1			3				
5620		2		149					
5621		3		130					
5640		1		60					
5641		1		60					
5652		2		113	4				
5653		1		74	5				
5654		2		134	11				
5656		2		72	6				
5657		3		136	4				
5658		2		130	15				
5689		1		103					
5691		3		109					
5700		3		134					
5718		2		12	1				
5719		3		50	1				
5730		1		39					
5731		1		20					
5749		3		132					
5814		1		124					
5816		1		125					
5820		5		109					
5858		1			1				
5863		2		62					
5865		1			2	1			
5866		1			1	4			
5868		2			7				
5869		4				60			
5875		1			7	14			
5878		1			2	8			
5885		1		76	2				
5904		2		106					
5911		3		30					
5943		2		117	1	7			
5944		2		119	7	3			
5945		3		114	2	4			
5946		1		120	2	8			
5961		1		23					
5991		3		104		11			
5992		2		124	3	26			
5995		1		53					
5996		3		110	1	11			
5998		3		125		7			
6007		3		106		2			
6008		3		136	1				
6011		1		102	2	3			
6012		4		84	2				
6013		3		102	8	15			
6014		4		93	2	8			
6017		4		145					
6028		2		117		3			
6029		3		119	1	11			
6030		2		93	1	4			
6031		2		95	1	15			
6036		4		112					
6050		2		126	2	12			
6051		1		122	1	10			
6052		3		120	1	7			
6068		2		113	1	12			
6069		5		84	2	12			
6071		5		112		4			
6072		2		135	2	16			
6090		2		66	1	2			
6091		2		132	8	2			
6092		3		107	2	11			
6093		2		77	2	5			
6107		2		130	1	13			
6108		5		90	1	9			
6109		1		99		10			
6110		1		99	1	10			
6111		3		134	1	7			
6117		2		65					
6127		4		90		14			
6128		3		86	2	14			
6129		1		100	1	18			
6135		1		18					
6145		1		125		9			
6146		1		129	2				
6147		4		124	2	10			
6159		2		144	5	11			
6160		1		99	4	10			
6161		1		128	2	14			
6162		1		127		8			
6163		1		127	2	20			
6164		2		70	3	13			
6168		5		137		7			
6178		1		100		10			
6179		2		128	3				
6180		6		132	4	6			
6181		3		100	3	12			
6182		2		100	4	4			
6186		1		140	1				
6196		1		134	1	12			
6197		1		94		12			
6198		1		84	2	8			
6199		5		155		12			
6200		4		162		12			
6206		1		75					
6207		1		75					
6208		1		66					
6214		1		130	1	5			
6220		2		98	3	4			
6221		3		96	2	4			
6222		1		101	1				
6223		5		135		11			
6224		2		130	6	23			
6225		2		134	4	10			
6226		2		130	3	10			
6244		3		130	2	16			
6245		2		91	5	5			
6246		1		137		10			
6262		4		130	1	11			
6263		2		98	1	6			
6264		2		130	1	9			
6265		3		97	2	14			
6266		1		99	1	5			
6267		2		98	1	6			
6268		3		136	3	8			
6278		1		50	2	1			
6282		2		121	5	16			
6283		1		112		2			
6284		1			2				
6285		2		125	1	9			
6289		2		96	2				
6301		5		120	4				
6302		3		122	3	12			
6303		2		96		7			
6304		2		91					
6305		2		123		15			
6320		2		114	1				
6327		3		115					
6328		3		110	1	16			
6329		2		95					
6331		4		92	2	10			
6332		3		110	2	7			
6333		1		119		7			
6337		4		45		2			
6338		2		45		2			
6339		3		91	1	5			
6357		1		91	2	8			
6358		1		108	5	9			
6359		2		113	1	13			
6360		2		110	3	20			
6361		4		114	1	11			
6409		1			10	6			
6410		3			2	9			
6411		3				1			
6412		5			1	3			
6413		2			2	5			
6414		4				1			
6428		1			1	24			
6429		2			1	7			
6435		2			2	17			
6436		5			2	21			
6437		2			3	8			
6438		4				10			
6439		3			2	10			
6478		1				5			
6479		1				2			
6480		3			3	14			
6481		4			6	30			
6483		4			4	24			
6484		2			1	15			
6485		1				9			
6486		2			3	5			
6514		1			19	49			
6515		5			1	11			
6516		2			17	32			
6517		6			14	30			
6518		3			1	5			
6519		5			2	8			
6520		2			16	18			
6540		1		80	2	7			
6541		2		100					
6543		2			2	4			
6544		3				11			
6545		1			2	6			
6546		4			1	9			
6547		1				6			
6548		2		100	3	18			
6549		7		100	3	16			
6550		5		85	3	22			
6552		2		65	1	9			
6553		4		100	1	12			
6554		1		65	2	7			
6555		3		60	4	9			
6556		2		85	4	11			
6557		2		100		14			
6558		2		65	2	6			
6559		3		95	1	11			
6560		4		100	4	7			
6561		5		85	4	8			
6562		3		100	9	5			
6563		3		90	2	1			
6564		3		100	2	8			
6567		2		85		5			
6569		1		5	2	6			
6571		2		80		6			
6573		3		80		2			
6585		4			1	13			
6586		1			4	21			
6587		1			6	14			
6588		1			1	9			
6601		2			2	17			
6602		1				2			
6603		3			2	2			
6604		2				6			
6605		1				7			
6606		3			1	7			
6607		1			2	9			
6608		1			3	12			
6609		4			3	18			
6610		2			3	11			
6611		2			5	17			
6612		3			2	13			
6613		6			10	20			
6614		1				24			
6615		1			11	14			
6616		2			11	21			
6617		2			4	17			
6618		3			13	17			
6619		2			8	12			
6620		4			6	6			
6621		4			1	9			
6622		3			8	10			
6623		1			4	14			
6624		1			6	8			
6625		3			4	31			
6626		3			1	12			
6627		2			3	16			
6628		4			20	24			
6629		1			2	22			
6630		1			1	3			
6637		6				2			
6638		4			3	10			
6639		3			5	7			
6640		2			5	8			
6641		4			6	13			
6642		6			4	13			
6643		1			2	4			
6645		4			3	21			
6646		1			2	11			
6647		7			3	14			
6648		2				13			
6649		1				8			
6651		4			3	7			
6653		2			1	5			
6654		2			2	5			
6655		3			1	3			
6656		5			4	11			
6657		2			2	18			
6658		2			3	10			
6659		1				14			
6660		5			3	15			
6661		3			3	14			
6662		5			2	13			
6663		1			2	21			
6664		1			4				
6685		4			1	5			
6686		4			1	19			
6687		2			1	6			
6688		2				13			
6689		4			1	8			
6690		2			1	10			
6691		2			1	15			
6692		1			1	4			
6693		1			1	10			
6694		4			1	14			
6696		3			4	11			
6697		2			4	10			
6698		3			2	6			
6699		4			3	14			
6700		2			3	11			
6707		2			1	3			
6720		4			6	16			
6721		3			4	9			
6722		3			6	30			
6723		3			2	14			
6724		5			1	13			
6725		5			2	22			
6726		2			6	42			
6727		3			2	12			
6728		2			6	16			
6729		2			1				
6734		1		80	36	31			
6746		1			3	16			
6747		6				12			
6748		2			4	13			
6749		1				13			
6751		2			5	19			
6754		2		60		1			
6757		2		97	5	12			
6777		5			3	17			
6779		3			2	15			
6780		6			1	13			
6781		4			12	26			
6782		3			2	8			
6783		1				2			
6784		5			5	6			
6785		2			5	14			
6786		4			3	6			
6787		6			5	10			
6788		2			5	8			
6789		2			1	2			
6806		3			2	12			
6809		1			2	19			
6810		5			2	11			
6811		7			2	19			
6812		1		88	2	1			
6832		6		143	1	5			
6833		4		95	8	12			
6834		2		85	2				
6835		1		103	9				
6866		3		96	1	10			
6868		1		105		1			
6869		1		100					
6889		2		118	2	6			
6890		1		125	2	7			
6897		2		89	13	3			
6898		2		105	3				
6899		5		100	2				
6900		2			2	2			
6902		1		50		7			
6906		2		97	6	11			
6922		2		119	8	10			
6926		1		76	1	1			
6927		3		117	3	5			
6930		1		96	3				
6934		1		99	2	3			
6940		1		131	3	8			
6948		6		158	4	11			
6949		4		91	1	4			
6950		1		76	1	3			
6951		1		84	1	5			
6980		1		91	3	2			
6981		1		75	4				
6982		2		88		3			
6987		2		80	1				
6994		2		90		5			
6995		1		114		7			
6996		1		117	6	11			
6997		3		119	1	15			
7016		1		92	4	9			
7018		1		92	6	7			
7019		4		91	3	4			
7020		2		116		6			
7021		4		105	6	2			
7022		3		85	2	4			
7032		4		118		8			
7033		1		117	5	12			
7034		1		108	3	5			
7053		3		81	3	8			
7055		3		81	6	1			
7064		6		124	3	7			
7065		6		109	4	9			
7067		4		89	2	9			
7083		1		83	4	8			
7084		3		85	4	2			
7090		2		99	13	16			
7101		2		80	8	7			
7128		2		83	5	5			
7129		1			1	10			
7131		3		84	1	3			
7132		4		86	3	3			
7133		4			3				
7134		1			10	3			
7136		1		99	8				
7137		2		90	2	6			
7138		2			9	8			
7139		2		116	8	7			
7140		1		112	6	14			
7141		2		93	4	9			
7142		1		115	1	24			
7144		1		104	2	14			
7145		6		94					
7146		2		109	1	6			
7147		1		82	11	13			
7149		4		82	8	12			
7155		3		110	2				
7156		3		108	6	12			
7157		1		117	8	3			
7158		1		83					
7160		2		83	2	3			
7161		3		86	1	1			
7163		1		87	3	2			
7164		1		108	1				
7165		5		83	1	3			
7167		4		85	1	1			
7173		1		29					
7176		1		70		3			
7192		3		75	1	4			
7193		3		75		4			
7195		4		111	1	8			
7196		2		118		10			
7197		4		118		4			
7198		3		89		2			
7200		8		88	1	2			
7201		1		70		1			
7202		1		65					
7216		4		110	3	7			
7217		6		86	1	6			
7218		5		116	1	4			
7219		3		58	13	11			
7221		1		91		3			
7222		4		78	1	10			
7224		1		83	6	8			
7226		1		90	2				
7236		2		88		8			
7237		1		107	8				
7239		1		90	3	4			
7240		3		91		4			
7244		1		111	3	8			
7263		2		69	1	6			
7265		4		85	7	20			
7266		3		84	7	6			
7276		4			16				
7279		2		111	2	10			
7280		1		101					
7281		1		82	2	12			
7282		3		125	2	4			
7283		5		125	8	9			
7284		1		108	2				
7285		3		117		8			
7286		2		88	2	5			
7287		1		81		5			
7288		2		74	2	8			
7289		2				2			
7290		4		80	6				
7291		2		97					
7292		1			2	6			
7293		5		80	6	3			
7294		2		76	1				
7295		1		84	9	2			
7301		2			2	3			
7303		3		81					
7304		1			1	4			
7305		1			2	3			
7306		3		90	1	2			
7307		2				5			
7309		1			13				
7310		1			3	5			
7311		2		104	12	12			
7312		2		106	6	3			
7314		3		79	6	3			
7315		1		53					
7329		1		147	1	1			
7335		4		93	18	40			
7336		3		93	30	36			
7337		3		96	9	13			
7348		3		102	1	2			
7349		1		94	3	1			
7352		2		87	1	3			
7359		1		92	1	1			
7361		1		92		1			
7362		6		81	11				
7364		2			4	10			
7365		1			4	3			
7366		2				7			
7367		2			2	7			
7369		4			1				
7370		2			1				
7372		3			1				
7381		1			1	3			
7388		2			1	5			
7390		1			2	2			
7391		1			1	7			
7395		2			3	3			
7397		4			1	4			
7403		1			3	2			
7525		4			1	13			
7527		4			7	2			
7532		4			7	10			
7541		1			1	3			
7542		4			4	5			
7543		1			1	13			
7544		3			1	1			
7545		1			3	1			
7546		2			1	1			
7550		1			4	1			
7551		4			1	9			
7552		2			2	19			
7568		1				4			
7569		2			2	12			
7570		4			3	4			
7571		2			1	4			
7575		3		135		7			
7576		3			1	8			
7577		1			14	6			
7578		1			2	9			
7579		2			3	4			
7580		2			3	12			
7582		2			3	13			
7590		3				18			
7591		2			2	9			
7594		1			2				
7596		2			3				
7598		2			1	1			
7608		4			5	3			
7618		3				4			
7619		1			1	2			
7620		1			1	1			
7621		2			1				
7622		3			2	2			
7623		5			1	4			
7626		3			4	11			
7627		3			3	12			
7628		1		110	4	7			
7632		7			5	9			
7638		4			1	10			
7639		1				1			
7640		3			1				
7641		3			1	5			
7642		3			1	7			
7644		4			14	12			
7645		3			11	7			
7646		3			3	8			
7647		2			3	2			
7657		3			3	5			
7658		2				4			
7660		6			4	11			
7661		1			4	4			
7662		3				3			
7665		3			4	10			
7666		4			4	8			
7677		2			2	14			
7678		3			2	2			
7679		3				4			
7680		5			1	9			
7681		2			2	2			
7682		1			3	8			
7683		4			1	2			
7684		1			1				
7685		1			3	5			
7686		5			1				
7690		5			6	26			
7701		4			11	23			
7702		4			3	5			
7703		3			3	18			
7704		4			2	17			
7707		3		115	1	2			
7708		1		115	1	4			
7709		1		118		1			
7710		1		103	3	1			
7711		3		107	3	5			
7712		4		110	4	9			
7713		2			6	45			
7714		2		143	10	32			
7723		2		184	11	41			
7724		4		108	1	2			
7725		2		193	1	36			
7726		1		103	1	6			
7727		1		110	6	4			
7730		3		116	1				
7736		4		148	3	29			
7748		2		106					
7749		3		150	1	10			
7750		5		148					
7751		1		121		6			
7752		2		100		6			
7759		4		125		4			
7763		5		111	5	9			
7775		4		137					
7776		2		136		3			
7777		5		108	2				
7778		4		105	2	8			
7779		2		113	3	3			
7780		1		112	1				
7781		1		105	1	1			
7782		1		109	2	1			
7785		3		117	12	9			
7786		1		106	1	11			
7787		1		106	1				
7788		3		130	1	4			
7789		3		124		3			
7798		5		118	3	9			
7799		5		114	3	18			
7800		6		112	6	10			
7801		4		143		3			
7802		1		108	2	1			
7803		1		113	1	1			
7804		1		113		3			
7805		1		111	2	4			
7812		3		109	1	1			
7813		5		135	1				
7814		3		133		8			
7817		5		133	6	8			
7818		3		125	6	10			
7827		2		140	4	10			
7828		2		102	4	9			
7829		1		112	3	1			
7830		1		101	1				
7831		1		118	1	6			
7832		2		107	1				
7836		5		101	2				
7837		2		102	1	1			
7838		4		131		7			
7839		3		134	3	8			
7840		2		101	8	28			
7843		3		103	5	7			
7844		4		153		5			
7855		3		105	8	13			
7856		4		110	2	5			
7857		1		103	3	3			
7858		2		103		3			
7859		2		108	3	3			
7860		2		110	5	1			
7861		2		104		5			
7862		4		161	2	8			
7866		1		118	15	12			
7873		2		112	6	4			
7874		5		120	7	10			
7875		4		138	1	2			
7876		2		107	5	10			
7877		1		84					
7880		2		126		2			
7881		2		102	2	3			
7882		2		106		5			
7883		5		117	12	8			
7885		4		117	2				
7886		3		129	3	8			
7891		5		114	4	11			
7892		1		118	10	9			
7893		4		125	8	10			
7894		1		110	4				
7896		3			3	15			
7898		3		129	9	9			
7899		2		127	4	5			
7903		2		114	12	22			
7904		2		97	6	3			
7905		1		116	2	3			
7906		1		113	1				
7907		1		103	1	3			
7910		4		109	3	3			
7912		3		123	5	20			
7913		3		122	4	11			
7916		5		122	7	26			
7917		4		137	1	10			
7927		1		119	25	18			
7928		1		97	1				
7929		1		110	1				
7930		3		106	3	1			
7931		1		114	1				
7932		2		110		3			
7933		2		115	1	1			
7936		3		121					
7937		5		125	2	3			
7941		3		120	8	4			
7942		1		95	1				
7943		1		95	2	5			
7948		1		93	3	5			
7956		2		105		1			
7957		1		110	5	3			
7958		2		95		3			
7959		3		98	2	5			
7961		2		121	20	35			
7962		4		125	2	11			
7963		3		125	3	8			
7967		3		120	3	8			
7977		3		116	7	11			
7978		5		143		3			
7979		1		101	5	4			
7980		1		92					
7981		1		98	2	3			
7982		2		100	1				
7983		1		103		4			
7984		2		102		6			
7985		4		101		3			
7989		2		122	10	2			
7990		3		120	1	3			
7992		1		120		8			
8003		2		105	1	4			
8004		2		137	2	9			
8005		3		107		2			
8007		1		105					
8008		1		103	2	5			
8009		2		112		7			
8010		1		97	1	12			
8011		5		135	1	4			
8012		1		109					
8013		5		120		4			
8016		3		40	1	2			
8017		2		123	5	13			
8027		2		126	2	7			
8028		5		97	4	4			
8029		3		103	5	4			
8030		1		103	6	7			
8031		1		99	1	2			
8032		5		98	1	2			
8033		2		101					
8034		1		118					
8039		3		119	3	4			
8040		2		112	2	4			
8041		2		117	13	36			
8047		4		106	1	3			
8048		4		102					
8049		2		109	1	1			
8051		4		122	1	4			
8052		1		96	2	4			
8053		3		111	2	2			
8054		3		121	4	6			
8055		1		101	10	20			
8056		2		117	8	6			
8057		6		131		3			
8058		2		125		8			
8061		2		121	3	20			
8068		6		126		10			
8069		2		122	2	8			
8070		4		103	3				
8071		4		118		2			
8072		3		110	1	2			
8073		1				2			
8074		1		105	1				
8075		2			8				
8076		3		130	1	9			
8078		3		119	8	11			
8081		2		110	3	14			
8083		1		80					
8087		1		37					
8088		1		37					
8089		1		24					
8091		1		144	10	21			
8092		1			8	10			
8093		3		141	9	13			
8094		1		38					
8095		6		101					
8097		4		40		4			
8098		1		30					
8099		1		121					
8101		3		122					
8102		6		123		13			
8103		1		95					
8104		4		119	17	17			
8106		3		105	9	14			
8107		1		42	4	6			
8108		3		132	2	13			
8109		1		40					
8110		1		110	4	17			
8111		1		31					
8112		1		23					
8113		1		41					
8115		1		47					
8116		1		32					
8117		1		50					
8118		1		39					
8119		1		32					
8120		3		120	9	13			
8121		7		160	11	16			
8122		1		134					
8123		1		20					
8125		1		32					
8126		1			5	6			
8128		2		30					
8129		1		42					
8130		1		106					
8131		1		113	16	7			
8133		1		106					
8134		1		106					
8135		1		105	3	5			
8137		1		45	1	4			
8138		1		107					
8139		1		140	1	11			
8140		3		136	1	12			
8141		1		66					
8144		1		39	1	2			
8145		1		51	3				
8146		1		45	1	2			
8147		1		37					
8148		2		38					
8149		1		38	4				
8150		1		28	1				
8152		1		50					
8153		1		86					
8154		1		24					
8155		1		31					
8156		1		35					
8157		1			2	4			
8158		1		107	1				
8159		1		39	9	6			
8160		1		29	6	2			
8161		1		109	1	1			
8162		1		58					
8163		1		91	2	1			
8164		2		91		4			
8165		1		86		2			
8166		2		150		11			
8167		2		159	5	23			
8169		1		30					
8170		1		28					
8171		1		28					
8172		1		26					
8173		1		29					
8174		1		36	4				
8188		2		109	3	4			
8189		1		110		5			
8191		3		117		22			
8192		2		100	3	3			
8194		2		34	5	5			
8195		1		37	4				
8196		2		31					
8197		2		38	2	4			
8198		2		28					
8199		2		30					
8200		2		32	1	1			
8201		1		100	6	5			
8202		2		32	6	5			
8203		2		31					
8204		1		36	2				
8205		2		119	2	7			
8206		1		22					
8208		1		5	2				
8209		3		32					
8210		1		46					
8211		1		110					
8212		1		118	1				
8213		1		56	2				
8216		3		108	4	16			
8217		2		109	6	5			
8219		2		104	1	1			
8220		1		33	4	3			
8222		1		31					
8223		2		38	2				
8224		1		373	31	114			
8225		1		288	4	2			
8226		3		202	3	50			
8227		1		166	10	45			
8228		1		41					
8229		2		30	4				
8233		2		41	1				
8234		2		71	2	3			
8238		1		27					
8239		1		28	1				
8240		1		160	1	9			
8241		1		123	1	3			
8242		1		117					
8243		1		142	5	20			
8244		1		122	1				
8245		1		122	2	5			
8247		1		24					
8248		1		41	2				
8249		1		38					
8250		2		31	3	5			
8251		2		27					
8253		1		29	6				
8254		3		31					
8255		2		30	4	6			
8256		2		39	6	20			
8257		1			1	4			
8258		1		14	8	1			
8266		1		88	1	4			
8267		1		76	2	4			
8268		1		57	3				
8271		2		33	6	7			
8272		1		25	1	2			
8273		1		113	2				
8274		1		108	5	31			
8275		1		118	1				
8278		1		97	4				
8280		2		101	3	25			
8283		1		124					
8285		1		51	12	15			
8288		1		24	3				
8289		1		18	7	2			
8290		1		44	15	9			
8291		3		29	1	4			
8297		1		164		5			
8300		2		21	3	4			
8302		1		116	2	3			
8304		3		43					
8305		2		14					
8306		2		27	1	8			
8307		2		110	14	15			
8308		2		157		12			
8309		1		165	1	15			
8310		2		24	3	14			
8311		1		27					
8314		1		112	11	40			
8316		2		23	1				
8317		2		33	3	5			
8322		4		36	1	3			
8323		3		138	1	17			
8324		1		23	2	2			
8330		2		118	5	10			
8331		2		122					
8332		2		38	2	5			
8333		2		25	1	3			
8334		3		102	8	21			
8335		2		158	5	20			
8336		2		26					
8338		2			4	3			
8340		1		26					
8343		1		101	6	7			
8344		1		38	3	10			
8345		1			3	3			
8346		1		134	7	20			
8347		1		112	3	9			
8349		1		159	7	18			
8352		1		104	6	1			
8353		2		115	5	4			
8355		3		119	7	4			
8356		1		150	7	28			
8357		2		40	9	3			
8358		1		115	16	22			
8359		1			1	8			
8362		2		56					
8364		3		168	2	13			
8365		3		22					
8367		3		25	2	3			
8385		4		50					
8387		1			11	10			
8388		2		45	19	24			
8389		2			3				
8391		3			3	4			
8392		1		125	1				
8393		1		103	1	1			
8394		1		100	2	3			
8395		2		107		3			
8398		2		40					
