number	number_sup	trip	trip_sup	onboard_at_departure	death_at_cape	left_at_cape	onboard_at_cape	death_during_voyage	onboard_at_arrival
3528		1		2			6		8
3529		2					5		5
3531		3		1					1
3534		2		2		2			
3536		3		5		8			5
3537		1		1					1
3539		1		5			1	1	5
3540		1		2		2			
3541		1		5					5
3542		2					2		2
3543		4		4			1		5
3544		4				2	10		10
3547		6		3					3
3548		4		5					5
3550		2		7					7
3551		2		5				1	4
3553		4		7					7
3554		4		3					3
3559		1		1			1		2
3560		5		6					6
3563		1		4					4
3565		7		118		1	2		114
3566		1		1					1
3568		5		7		1			7
3569		1		4					4
3570		1		1		1	1		1
3571		1		3					3
3574		1		7			4	3	8
3576		2		1					1
3578		3		2					2
3583		2		1					1
3585		3		6					6
3586		3		2					2
3587		2		2					2
3588		1		8					8
3589		4		1					1
3597		4		3					3
3599		4		3					3
3605		1		1					1
3608		2		2					2
3610		4		4				2	2
3612		3					2		2
3615		3		2					2
3616		3		1					1
3618		3		8		1			8
3619		3		9		1		1	7
3622		3		9		3			6
3623		5		4			4		8
3625		3		3		1	4	1	5
3626		1		1		1	2		2
3628		3		5		4			1
3630		2		1		1			
3631		1		1		1			
3632		4		4					4
3634		2		5					5
3636		1					1		1
3637		2		9					9
3638		2		3					3
3639		1					3		3
3644		5		5		1			4
3645		2					1		1
3646		5		4					4
3647		1		1			3	1	3
3649		2		2					2
3650		4		7					6
3652		4		1		1	2		3
3654		1		2					2
3655		4		3			2	1	4
3661		5		14		1			13
3662		2		2			1	1	2
3663		1				1	2		2
3664		1		2					2
3666		4		5					5
3668		1		8					8
3669		2		2		1			1
3672		2					1		1
3674		5		1				1	
3675		3					1		1
3676		4		5			1		6
3677		2		1			2		3
3678		6		4					4
3680		5		3		1	2		4
3681		4					5		5
3682		3					1		1
3684		3		2					2
3686		2		6					6
3689		1		6		4		1	1
3690		1		3					3
3691		2		1		1			
3692		2		6					6
3696		2		3					3
3697		1		2		3			
3699		4		1		3		1	
3700		3		1			1		2
3701		1		1					1
3703		2		1			4		5
3704		4		2		1			1
3705		4		2					1
3706		6		6					6
3707		5		2		2			1
3709		3		2		1			1
3710		2		1					1
3711		5				1			
3713		7		7					7
3716		1		2					2
3718		3		2				1	1
3720		3		2		2			
3722		1		3					3
3724		5		2					2
3725		2		1		1			
3728		5				1			
3729		2		6		1		2	3
3730		5		3		1		1	1
3731		3		1			2		3
3732		2		4			1	1	3
3733		2					2		2
3735		4		2		2	1		1
3736		2		6	1	1	2	1	4
3737		3					2		3
3740		3		6		1		1	4
3741		1		1				1	
3745		2					4		4
3746		4		1					1
3748		1		7		3		1	3
3749		1		4				1	4
3750		2		2				1	1
3755		2		5				2	3
3757		3		1			2		3
3759		1		3			1		4
3762		6					4	2	2
3763		5		5					5
3764		6					9		9
3765		2					3	1	2
3766		3		1			2		3
3767		1					1		1
3769		5		3			2		5
3771		3					7		7
3772		1		8					8
3773		2					1		1
3774		2		1		1			
3775		5		2					2
3778		5		1		1			
3779		2		1					1
3783		3		1		1	2		2
3787		3					2		2
3788		4		1					1
3789		1		4					4
3791		3					1		1
3792		5		3			2		5
3793		1		5					5
3794		2		4		1	1		4
3798		5		1				1	
3799		5		1					1
3800		4		6		4		2	
3804		4		1				1	
3810		2		8					8
3811		2		9					9
3812		2		5					5
3813		5		2			5		7
3814		3		1					1
3815		4					10		10
3818		1		1			5		6
3820		1		9			2		11
3821		2		6		1			5
3823		4		6		1	3	2	6
3825		1		6				3	3
3826		3		21		2	172	7	
3828		2		2			2		4
3829		4		1					1
3830		4					3		3
3832		3		5					5
3833		4		6		1		1	4
3834		3					2		2
3835		2		4					4
3837		3		1			1		1
3838		5		10			1	1	10
3839		2		6		5			1
3840		5		1					1
3846		5		7					7
3847		6		89	3	16	4	3	74
3848		3					1		1
3850		1		3					3
3851		5		1					
3853		2					2		2
3854		3		4			5		9
3855		4		2					2
3859		4		3		3			
3860		5				8			
3861		5		2		1			1
3864		2		1			2	1	2
3870		3					2		2
3872		5		9					
3873		2		2				1	1
3877		3		1					1
3878		1		6					6
3879		1		2					2
3880		8		6				1	5
3881		4		1					1
3883		6		1					1
3885		5		1					1
3886		5		2					2
3888		4		2					2
3889		1		2			2		4
3891		4		1		1			
3892		3		1					1
3893		4		1		1			
3895		6		2					2
3896		4		1				1	
3897		1					2		2
3898		5		1		1			
3899		3		2				1	1
3900		4		3					3
3901		5		2			2	1	3
3902		4					8		8
3905		1		2		1			1
3906		2		5					5
3908		3		1					1
3910		6					1		1
3912		3		3		3			
3913		1		1					1
3915		1		1					1
3921		1					1		1
3924		1					1		1
3926		2		6					6
3928		5		3					3
3929		1		1					1
3930		5		1			1		2
3931		1		1		1			1
3932		5		1					1
3933		1		1		1			
3934		1		10		2			8
3937		6		4			1		5
3938		1		2		1			1
3939		3		3		1		2	1
3940		1					2		2
3941		5		3		1			2
3942		1		2		2	2		2
3943		5		1					1
3945		4		5					5
3946		2		7			2		9
3949		1					1		1
3950		3		5					5
3951		4		1					1
3955		1		2					2
3957		1		2		2			
3958		7		1					1
3991		4							4
4004		1							1
4006		1							1
4011		5		3		1			2
4012		5					1		1
4016		2							3
4021		3							2
4033		2							6
4045		4		6					6
4046		4							5
4050		3							1
4057		4							2
4063		1							4
4077		5							2
4078		3							1
4080		2		21					
4084		4		2					1
4086		2		5					
4087		1		7					4
4088		2		4					4
4091		3		2					1
4092		2		17					7
4094		2		1					
4095		1		1					1
4096		4		4					4
4097		4		2					1
4105		2		5	2	1		2	2
4108		3							1
4133		1							4
4145		3							6
4146		1							5
4156		6		1					2
4170		5		4					4
4175		4		1					1
4177		1							1
4180		2		6					5
4182		2		5					4
4184		1		8					8
4185		1		1					1
4190		4		3					3
4204		4		2					1
4205		5		4					4
4212		4		2					
4215		1		1					2
4216		6		1					12
4220		1		1					1
4223		1		1					1
4225		1							3
4226		2		1					1
4228		3		3					3
4231		2		1					1
4258		1							6
4262		4		8		3	1		6
4263		4		1					1
4264		2		1					1
4290		4		3					3
4315		2		1					1
4372		4		8					6
4374		6							1
4375		4		4					4
4377		6		3					3
4378		4		5					1
4379		3		1					
4380		1		9					1
4381		1							5
4382		3		1					1
4385		1		2					4
4392		5							2
4396		1							1
4411		1		6					5
4417		4		1					1
4427		1							1
4432		1		1		1	20		20
4445		1		1					1
4447		1		2					3
4493		7		21					25
4519		2							1
4542		1		1					1
4550		1		6					3
4559		1		1					1
4560		2		3					6
4574		2		3					3
4575		1		8					3
4576		1							1
4586		1		3					3
4587		2		1					2
4606		2		8					
4607		5		3					
4611		2							7
4612		2							5
4613		1		1					
4616		1		3					16
4617		2		13					6
4618		1		7					7
4625		2		7					6
4628		1		3					
4629		3		11					11
4634		1		1					4
4639		3		12					12
4640		4		4					2
4642		2							1
4643		3							1
4645		1		2					1
4646		2		1					
4650		1		4					4
4652		3		1					1
4653		2							2
4655		2		1					9
4656		2		2					
4658		2		8					8
4660		1		4					1
4663		2		5					5
4668		1		7					
4669		3							6
4672		2		2					1
4673		3		27					13
4693		1		6					2
4697		4		1					
4699		2		7					4
4701		2		21					17
4703		3		22					22
4704		2		1					
4705		1		34					32
4708		3		20					24
4709		1		1					
4714		1		5					9
4715		2		25					32
4726		2		8					7
4750		3		24					28
4751		1		23					24
4755		1		44					39
4759		1		28					29
4760		1		2					3
4762		1		26					25
5382		5		2					
5383		5		3					
5384		4		4					
5385		8		1					
5402		1		8					
5403		3		7					
5405		5		9					
5446		3		33					
5660		3		11					
5661		1		20					
5662		5		14					
5663		2		13					
5664		3		13					
5665		3		15					
5666		3		18					
5676		1		8					
5677		1		2					
5678		1		6					
5680		1		2					
5681		1		4					
5682		1		7					
5683		3		5					
5685		1		5					
5686		3		8					
5690		1		3					
5693		3		1					
5694		1		5					
5695		1		1					
5696		3		3					
5698		4		3					
5703		2		12					
5707		2		9					
5708		1		8					
5709		1		1					
5710		4		1					
5711		4		5					
5712		4		1					
5721		2		11					
5722		2		8					
5723		2		3					
5724		2		8					
5725		1		2					
5726		2		8					
5729		1		5					
5733		3		6					
5734		2		20					
5735		1		10					
5736		1		5					
5737		4		12					
5740		1		7					
5741		4		6					
5742		3		10					
5743		1		7					
5744		4		12					
5745		4		11					
5746		2		15					
5747		2		12					
5748		2		12					
5751		1		1					
5753		2		3					
5754		1		2					
5755		3		9					
5757		2		26					
5758		5		3					
5759		5		12					
5764		2		1					
5792		1		4					
5793		3		5					
5794		1		6					
5795		1		4					
5796		6		5					
5806		1		3					
5807		3		7					
5809		2		5					
5810		3		4					
5811		2		7					
5818		2		5					
5819		1		11					
5847		1		13					
5848		1		10					
5849		4		11					
5850		3		5					
5851		2		17					
5852		1		3					
5853		2		10					
5854		2		6					
5862		2		12					
5879		1		2					
5880		1		3					
5882		3		5		2			
5891		2		6					
5906		1		5					
5907		2		4					
5909		1		5					
5910		3		5					
5913		1		5					
5914		2		5					
5915		2		4					
5921		3		4					
5922		4		10					
5923		1		8					
5924		1		6					
5925		1		9					
5926		2		9					
5927		1		7					
5931		1		5					
5932		1		6					
5933		3		6					
5934		2		11					
5935		1		10					
5936		1		14					
5937		1		9					
5938		1		18					
5939		1		21					
5940		3		13					
5941		1		14					
5950		2		3					
5951		1		3					
5952		4		9					
5953		1		6					
5955		1		6					
5956		2		8					
5957		2		8					
5958		1		3					
5959		2		5					
5962		5		4					
5963		1		5					
5964		2		1					
5965		1		7					
5967		1		6					
5968		2		10					
5969		2		6					
5970		3		8					
5971		1		7					
5972		2		2					
5973		2		8					
5989		2		6					
5993		2		7					
5994		2		8					
6000		2		6					
6001		2		12					
6002		2		11					
6003		2		11					
6004		2		5					
6005		1		8					
6006		2		6					
6010		1		7					
6018		1		4					
6019		3		8					
6020		2		11					
6021		3		3					
6022		3		8					
6023		4		5					
6024		5		6					
6025		4		2					
6026		3		5					
6034		3		1					
6037		3		9					
6038		3		9					
6039		1		7					
6041		2		8					
6042		2		5					
6043		1		1					
6044		1		2					
6045		3		2					
6046		2		3					
6047		1		4					
6061		3		4					
6065		3		4					
6067		5		3					
6070		2		14					
6075		2		4					
6079		3		4					
6080		4		7					
6081		3		6					
6082		2		8					
6086		4		9					
6087		4		7					
6088		4		5					
6089		6		3					
6095		3		1					
6097		1		2					
6098		3		8					
6099		2		2					
6100		2		2					
6101		3		3					
6102		4		7					
6103		3		12					
6104		1		6					
6105		2		8					
6106		4		5					
6112		2		8					
6113		5		2					
6114		4		10					
6115		3		1					
6116		2		3					
6123		1		7					
6124		1		6					
6125		4		10					
6126		1		2					
6130		4		4					
6131		2		3					
6132		1		1					
6133		5		5					
6134		1		1					
6136		4		11					
6137		2		14					
6138		3		5					
6139		2		8					
6140		1		13					
6141		1		5					
6142		5		9					
6143		4		7					
6144		3		6					
6148		2		15					
6149		2		6					
6150		4		16					
6153		2		16					
6154		1		12					
6155		5		13					
6156		4		14					
6157		3		8					
6158		1		11					
6165		1		3					
6166		1		2					
6167		1		1					
6169		2		12					
6170		3		6					
6171		1		7					
6172		2		7					
6173		1		9					
6174		5		9					
6175		5		13					
6176		1		3					
6177		4		2					
6185		1		5					
6187		1		7					
6188		1		6					
6189		1		7					
6190		1		5					
6191		4		5					
6192		2		12					
6193		1		11					
6194		3		11					
6201		2		12					
6204		2		3					
6213		2		2					
6215		1		13					
6216		2		15					
6217		6		6					
6218		1		15					
6219		5		15					
6228		1		1					
6231		1		5					
6232		1		1					
6233		2		7					
6235		2		5					
6236		2		2					
6237		1		8					
6238		1		4					
6239		6		8					
6240		1		7					
6241		2		7					
6248		1		6					
6249		2		9					
6251		1		11					
6252		4		2					
6253		1		1					
6254		3		14					
6256		2		4					
6257		1		2					
6258		2		4					
6259		6		9					
6260		5		6					
6261		1		5					
6269		3		4					
6270		3		9					
6271		1		1					
6273		3		5					
6274		2		8					
6277		2		4					
6279		2		16					
6280		2		7					
6281		1		4					
6287		4		18					
6288		1		8					
6290		4		2					
6291		2		5					
6292		2		2					
6293		3		10					
6294		3		4					
6296		2		1					
6297		2		3					
6298		2		8					
6299		1		4					
6300		2		4					
6307		1		1					
6308		6		2					
6310		4		8					
6312		6		2					
6313		2		2					
6314		4		1					
6317		8		1					
6318		5		3					
6319		1		1					
6322		3		4					
6324		1		2					
6326		3		1					
6334		2		1					
6335		3		3					
6336		3		1					
6341		1		7					
6343		1		8					
6344		1		9					
6345		3		6					
6346		3		8					
6347		2		10					
6348		3		8					
6349		1		13					
6350		4		13					
6351		3		4					
6352		3		7					
6353		3		4					
6354		3		9					
6355		3		8					
6362		5		3					
6363		1		2					
6367		3		1					
6368		1		9					
6369		4		2					
6370		4		2					
6371		3		1					
6372		1		5					
6373		1		2					
6374		1		1					
6375		2		5					
6376		5		3					
6377		3		7					
6379		3		3					
6381		7		6					
6382		6		3					
6383		4		5					
6387		1		2					
6390		1		7					
6391		1		3					
6392		1		5					
6393		1		4					
6396		1		1					
6397		3		6					
6398		2		7					
6399		2		3					
6400		1		4					
6401		3		2					
6402		1		4					
6403		2		2					
6404		1		1					
6406		4		5					
6407		4		1					
6408		2		3					
6415		1		1					
6416		3		3					
6418		4		1					
6419		4		6					
6420		3		3					
6421		2		3					
6422		2		5					
6426		5		1					
6427		4		5					
6430		2		1					
6431		3		1					
6432		3		1					
6433		1		2					
6434		2		1					
6442		5		1					
6444		1		1					
6445		4		2					
6454		1		1					
6455		4		1					
6456		1		3					
6458		1		3					
6459		5		2					
6460		3		3					
6461		4		1					
6463		5		1					
6464		1		2					
6465		3		7					
6468		1		2					
6469		4		1					
6471		2		1					
6472		2		1					
6473		1		2					
6487		6		5					
6488		3		5					
6489		4		1					
6490		3		2					
6491		1		2					
6493		5		5					
6494		2		2					
6495		2		4					
6496		2		4					
6497		2		12					
6499		1		2					
6500		2		3					
6501		1		4					
6502		3		1					
6504		1		2					
6505		3		2					
6508		1		1					
6512		4		2					
6513		5		1					
6521		2		6					
6524		2		3					
6526		1		1					
6527		6		2					
6530		3		2					
6531		5		4					
6532		6		1					
6536		2		3					
6537		5		1					
6551		2		2					
6565		1		6					
6566		1		7					
6568		1		2					
6569		1		2					
6570		3		3					
6572		3		5					
6574		2		4					
6576		2		3					
6578		2		3					
6579		4		2					
6580		6		5					
6581		3		1					
6582		4		2					
6583		5		5					
6584		1		1					
6589		3		4					
6590		4		1					
6591		2		1					
6592		1		2					
6597		1		3					
6600		1		2					
6636		1		4					
6675		1		5					
6676		3		2					
6678		3		2					
6679		3		3					
6680		3		1					
6681		1		2					
6683		1		1					
6701		2		1					
6702		1		1					
6703		2		2					
6704		1		1					
6705		5		1					
6706		1		2					
6730		1		2					
6731		3		4					
6732		3		2					
6733		1		4					
6735		2		1					
6736		3		5					
6738		2		2					
6740		3		1					
6741		1		2					
6742		5		3					
6743		2		3					
6744		7		1					
6745		3		2					
6752		2		1					
6753		6		2					
6755		2		4					
6756		3		5					
6758		4		5					
6759		3		2					
6760		1		2					
6772		4		6					
6774		6		2					
6776		4		1					
6778		1		2					
6790		2		1					
6791		3		3					
6813		5		3					
6814		4		3					
6815		2		2					
6816		4		6					
6817		5		2					
6818		1		3					
6819		4		7					
6820		3		7					
6821		5		7					
6822		4		4					
6823		7		10					
6824		4		5					
6825		5		4					
6826		5		4					
6827		6		4					
6828		6		2					
6830		3		4					
6836		7		2					
6837		3		4					
6838		4		4					
6840		3		2					
6841		1		1					
6842		4		2					
6843		3		1					
6844		1		1					
6846		2		10					
6847		2		2					
6848		4		5					
6849		4		5					
6850		4		5					
6851		1		10					
6852		2		3					
6853		4		4					
6854		5		5					
6855		3		2					
6856		3		6					
6857		5		3					
6858		5		2					
6860		8		4					
6861		5		2					
6862		1		3					
6863		2		2					
6867		4		4					
6870		6		1					
6871		3		2					
6872		3		1					
6873		1		3					
6874		4		1					
6875		2		4					
6876		2		4					
6877		1		3					
6878		6		4					
6879		1		2					
6880		4		4					
6881		3		4					
6882		7		5					
6883		1		3					
6885		6		2					
6888		1		1					
6891		6		6					
6892		5		2					
6895		1		6					
6903		2		3					
6905		1		1					
6907		4		1					
6909		4		1					
6910		3		4					
6913		2		4					
6914		9		2					
6915		1		1					
6916		3		2					
6917		3		1					
6918		1		2					
6919		2		3					
6920		2		5					
6921		1		2					
6923		4		4					
6924		3		4					
6932		1		8					
6933		6		4					
6935		3		3					
6936		5		2					
6937		6		5					
6939		5		3					
6941		3		2					
6942		6		6					
6944		1		1					
6945		1		2					
6946		7		4					
6947		2		1					
6952		1		1					
6954		4		4					
6955		1		4					
6956		5		1					
6957		1		4					
6961		5		6					
6962		1		2					
6963		5		7					
6964		3		1					
6965		2		4					
6966		1		1					
6967		1		1					
6968		2		3					
6969		1		5					
6970		2		1					
6971		5		5					
6972		2		1					
6975		6		3					
6976		1		4					
6977		6		3					
6978		3		2					
6979		2		5					
6983		4		2					
6984		3		1					
6985		1		4					
6986		10		1					
6991		2		2					
6992		3		1					
6993		2		2					
6999		3		1					
7001		3		2					
7003		1		1					
7004		4		4					
7005		1		5					
7006		6		1					
7007		4		2					
7008		1		3					
7009		5		1					
7010		4		1					
7011		2		5					
7012		6		4					
7013		2		9					
7014		3		2					
7015		2		1					
7017		1		5					
7035		1		1					
7036		3		1					
7038		1		1					
7039		2		1					
7040		2		1					
7041		2		5					
7042		7		3					
7043		2		3					
7044		7		4					
7046		2		5					
7048		2		4					
7049		3		9					
7050		6		6					
7051		3		7					
7057		1		1					
7058		1		1					
7059		1		1					
7060		3		1					
7061		5		6					
7062		4		1					
7069		1		1					
7074		2		1					
7075		2		5					
7076		4		2					
7077		4		3					
7078		2		4					
7079		3		7					
7080		2		3					
7086		6		2					
7087		2		3					
7088		1		6					
7089		2		1					
7091		3		2					
7092		1		3					
7094		2		3					
7096		3		1					
7102		2		3					
7103		3		4					
7104		7		7					
7105		3		4					
7107		1		3					
7109		1		3					
7115		2		3					
7116		4		4					
7117		3		7					
7119		3		5					
7121		5		11					
7122		1		4					
7123		2		6					
7124		2		5					
7125		2		4					
7126		4		8					
7127		7		2					
7130		1		22					
7135		1		7					
7150		3		2	14	13			
7151		3		2					
7152		6		4					
7153		4		6					
7154		2		6					
7166		1		4					
7170		4		1					
7171		3		1					
7174		2		1					
7175		1		2					
7177		1		6					
7178		2		4					
7179		1		3					
7180		1		3					
7181		1		2					
7182		5		1					
7184		3		5					
7185		3		6					
7187		3		2					
7188		3		1					
7189		2		1					
7190		3		3					
7194		2		3					
7199		2		3					
7204		2		8					
7205		2		6					
7206		2		8					
7207		3		5					
7208		2		7					
7209		5		7					
7210		5		5					
7211		2		4					
7212		1		6					
7213		1		6					
7214		3		4					
7220		1		7					
7228		6		10					
7229		1		9					
7230		2		12					
7231		1		8					
7232		1		15					
7233		1		8					
7234		1		7					
7235		1		6					
7241		2		13					
7242		4		13					
7243		3		10					
7245		2		4					
7246		1		12					
7247		1		10					
7248		6		7					
7249		1		6					
7250		3		6					
7251		2		5					
7253		3		4					
7256		2		3					
7258		2		4					
7259		5		7					
7264		1		5					
7268		2		5					
7269		2		2	5	3			
7270		1		6					
7271		2		5					
7272		1		1					
7273		2		6					
7274		3		1					
7275		2		3					
7277		1		7					
7296		4		7					
7297		1		9					
7298		1		7					
7299		1		7					
7300		1		5					
7302		1		6					
7313		1		2					
7316		2		10					
7317		1		4					
7318		1		5					
7319		2		6					
7320		2		9					
7321		5		9					
7322		4		8					
7324		1		11					
7326		3		2					
7327		2		6					
7328		3		3					
7330		3		5					
7331		2		7					
7332		1		7					
7333		1		3					
7338		2		3					
7342		3		6					
7343		1		4					
7344		1		11					
7345		2		4					
7346		2		5					
7350		1		8					
7351		4		6					
7353		3		4					
7354		1		4					
7355		1		10					
7357		4		1					
7358		2		3					
7368		3		2					
7374		1		5					
7378		4		3					
7386		2		9					
7392		1		6					
7393		2		3					
7394		1		2					
7398		2		5					
7528		2		2					
7529		1		6					
7530		5		3					
7531		3		3					
7533		3		4					
7534		3		9					
7535		4		1					
7536		4		9					
7537		3		5					
7538		4		3					
7539		3		1					
7540		2		3					
7548		3		7					
7549		2		8					
7553		2		3					
7555		1		3					
7556		1		2					
7558		3		6					
7559		3		5					
7560		1		2					
7561		3		5					
7562		2		4					
7563		3		7					
7564		2		3					
7565		4		8					
7566		4		7					
7567		6		1					
7572		2		5					
7573		2		3					
7574		5		5					
7583		4		11					
7584		2		7					
7585		5		5					
7586		2		8					
7587		2		19					
7588		5		11					
7589		1		12					
7593		4		14					
7599		3		7					
7601		3		2					
7602		1		2					
7603		2		3					
7604		3		2					
7624		4		6					
7625		4		4					
7630		6		7					
7631		2		5					
7633		4		10					
7634		4		5					
7635		4		9					
7636		5		7					
7637		3		9					
7650		2		5					
7651		2		8					
7652		5		9					
7653		2		5					
7654		1		18					
7656		4		7					
7667		1		2					
7668		3		3					
7669		1		8					
7671		2		12					
7672		5		1					
7673		2		7					
7674		4		4					
7675		4		4					
7676		4		6					
7688		4		6					
7691		1		4					
7693		6		5					
7694		3		3					
7695		3		3					
7696		4		8					
7697		3		3					
7698		4		1					
7699		3		5					
7700		2		7					
7705		4		8					
7706		2		3					
7716		1		8					
7717		2		9					
7718		1		8					
7719		6		5					
7720		4		5					
7721		1		5					
7722		4		5					
7731		2		2					
7735		5		1					
7738		2		2					
7739		2		6					
7740		2		11					
7741		4		6					
7742		3		11					
7743		6		10					
7744		1		6					
7745		4		6					
7746		1		6					
7747		1		6					
7756		3		2					
7758		2		5					
7762		4		4					
7764		2		3					
7765		5		7					
7766		2		2					
7767		1		6					
7768		1		4					
7769		4		6					
7770		1		9					
7771		1		10					
7772		2		7					
7773		1		11					
7774		2		7					
7783		2		2					
7790		1		2					
7791		2		2					
7792		3		11					
7793		3		5					
7794		1		2					
7795		2		6					
7796		3		7					
7797		3		9					
7807		1		2					
7808		5		1					
7809		1		3					
7816		3		3					
7820		4		6					
7821		1		5					
7822		3		1					
7824		4		5					
7825		5		9					
7826		2		4					
7833		3		1					
7834		4		2					
7835		4		2					
7845		1		14					
7846		4		7					
7847		2		10					
7848		4		6					
7849		5		5					
7850		5		12					
7851		2		11					
7852		4		8					
7853		1		1					
7854		3		8					
7863		5		7					
7864		2		2					
7867		3		4					
7868		1		11					
7869		2		6					
7870		2		5					
7871		3		2					
7872		1		7					
7878		4		2					
7879		4		2					
7884		1		2					
7897		1		4					
7901		1		5					
7902		5		6					
7909		2		2					
7914		2		2					
7918		3		4					
7919		5		1					
7920		1		2					
7921		1		3					
7922		2		9					
7923		1		1					
7924		3		7					
7925		2		8					
7926		2		12					
7934		2		5					
7935		4		2					
7939		2		2					
7944		5		7					
7945		4		4					
7947		4		1					
7949		5		4					
7950		1		5					
7952		1		1					
7953		4		2					
7954		6		3					
7960		1		4					
7968		3		5					
7969		3		5					
7970		4		10					
7971		5		1					
7972		1		6					
7973		3		4					
7974		1		7					
7975		5		4					
7976		1		6					
7986		1		4					
7987		2		1					
7988		1		3					
7993		2		2					
7994		4		1					
7995		1		3					
7996		3		4					
7997		2		5					
7998		4		2					
7999		1		7					
8000		2		5					
8001		3		1					
8002		3		5					
8014		1		3					
8018		1		2					
8019		2		3					
8020		2		5					
8021		5		3					
8022		5		2					
8023		1		2					
8024		1		3					
8025		3		2					
8026		5		2					
8037		3		1					
8042		1		8					
8043		3		7					
8044		2		6					
8046		1		1					
8059		3		1					
8063		2		8					
8064		1		13					
8065		5		4					
8066		6		16					
8067		3		9					
8096		2		6					
8105		4		3					
8151		1		1					
8175		2		2					
8190		1		1					
8230		1		12					
8231		2		11					
8259		1		2					
8260		1		11					
8261		2		12					
8262		2		14					
8263		1		4					
8264		1		7					
8265		1		1					
8270		1		12					
8281		1		2					
8282		1		1					
8284		1		4					
8286		1		1					
8292		1		1					
8293		2		5					
8295		2		7					
8296		3		8					
8298		1		13					
8301		1		11					
8315		3		4					
8319		2		3					
8320		2		2					
8321		1		9					
8325		3		1					
8327		2		12					
8328		2		2					
8329		2		45					
8339		3		2					
8341		2		2					
8342		1		1					
8350		1		1					
8354		2		4					
8371		3		1					
8384		1		5					
8390		3		1	1	7			
8396		3		5					
